Title,Abstract,PDF file name
Towards Generalization of Scene Text Tampering Localization via Causal Invariance,"Image tampering localization models have achieved remarkable progress. However, evaluated on tampered scene texts, current models expose extremely limited generalization against divergent data shifts in real-world environments. We contend that this limitation arises since the model captures spurious correlations rather than the causal invariance between learned forensic representations and the confounders (e.g., content and tampering types). To tackle it, we propose a paradigm that includes confounding environment generation and invariant representation optimization. Based on this, we conduct confounding environment generation including confounder qualification, diversification and interventional data synthesis. Meanwhile, we leverage the regularization term for minimizing the variance of risks across observable and various confounding environments to guarantee causal invariance. We argue that our proposed paradigm is compatible with any architecture capable of disentangling semantic and forensic information which are elements for confounder qualification, such as the foundation model with light-weight adapters. To verify this, we evaluate the proposed method on the benchmark tampered scene text images datasets, Tampered-IC13 and OSTF, which are tampered with various generative methods and divergent contents on different image domains. Various experiments are compared to indicate that the proposed method is promising for generalization improvement.",Shao_Towards_Generalization_of_Scene_Text_Tampering_Localization_via_Causal_Invariance_CVPRF_2026_paper.pdf
"TriGuard-FL: A User-Centric Trust Triad in Federated Learning via Auditable Data, Verifiable Contributions, and Antidote-Driven Mitigation","Trust in federated learning (FL) extends beyond robustness as it demands transparency, accountability, and proactive resilience against adversarial clients. Despite recent FL progress, achieving this trust triad remains an open and challenging research problem, as existing methods primarily rely on server-centric Byzantine aggregation. This limits insight into local data quality and overlooks distribution-level valuation, which captures data heterogeneity. However, hard rejection of anomalous updates before aggregation weakens global model generalization, especially under non-IID & cross-silo FL settings with limited clients. Hence, we propose TriGuard-FL, a novel user-centric trust triad that enables auditable distribution-level data valuation, verifiable contribution reliability, and adaptive mitigation of anomalous updates through refinement rather than rejection. In TriGuard-FL, (1) clients conduct latent-space Mahalanobis data valuation and (2) compute maximum mean discrepancy based trust scores from privacy-protected distributional statistic moments shared with the server. Using these scores, the server applies the proposed antidote gradient injection (AGI) strategy to adaptively neutralize malicious updates rather than discarding them through trust-scaled gradient modulation. Our theoretical analysis demonstrates convergence, computational efficiency, auditability, verifiability, and mitigability of TriGuard-FL against adversarial clients. Experiments on four benchmarks, including medical vision and financial tabular datasets, and three adversarial attacks across cross-device & cross-silo FL settings, show that TriGuard-FL reduces accuracy degradation under attack while preserving clean accuracy and efficiency, establishing a trust triad in FL from an end-user perspective.",Kumar_TriGuard-FL_A_User-Centric_Trust_Triad_in_Federated_Learning_via_Auditable_CVPRF_2026_paper.pdf
CodePlot-CoT: Mathematical Visual Reasoning by Thinking with Code-Driven Images,"Recent advances in Large Language Models (LLMs) and Vision Language Models (VLMs) have shown significant progress in mathematical reasoning, yet they still face a critical bottleneck with problems requiring visual assistance, such as drawing auxiliary lines or plotting functions to solve the problems. Most LLMs and VLMs are constrained to text-only reasoning chains, while multimodal unified models that can generate interleaved text and images lack the necessary precision and controllability for such tasks. To address this, we propose CodePlot-CoT, a code-driven Chain-of-Thought paradigm for ""thinking with images"" in mathematics. Our approach leverages the VLM to generate text reasoning as well as executable plotting code, which is then rendered into images as ""visual thought"", to solve mathematical problems. To achieve this, we first construct Math-VR, the first large-scale, bilingual dataset and benchmark for Mathematics problems with Visual Reasoning, comprising 178K samples. Second, to create high-quality training data, we develop a state-of-the-art image-to-code converter specialized for parsing complex mathematical figures into codes. Finally, using these training data, we train the CodePlot-CoT model for solving mathematical problems. Experimental results show that our model achieves up to 21% increase over base model on our new benchmark, fully validating the efficacy of our proposed code-driven reasoning paradigm. Our work opens a new direction for multimodal mathematical reasoning and provides the community with the first large-scale dataset, comprehensive benchmark, and strong approach for such problems.",Duan_CodePlot-CoT_Mathematical_Visual_Reasoning_by_Thinking_with_Code-Driven_Images_CVPRF_2026_paper.pdf
Causal Chain-Guided Reasoning for Modular and Explainable Causal-Why Video Question Answering,"Existing Causal-Why Video Question Answering (VideoQA) models often struggle with higher-order reasoning, relying on opaque, monolithic pipelines that entangle video understanding, causal inference, and answer generation. These black-box approaches offer limited interpretability and tend to depend on shallow heuristics. We propose a novel, modular paradigm that explicitly decouples causal reasoning from answer generation, introducing natural language causal chains as interpretable intermediate representations. Inspired by human cognitive models, these structured cause-effect sequences bridge low-level video content with high-level causal reasoning, enabling transparent and logically coherent inference. Our two-stage architecture comprises a Causal Chain Extractor (CCE) that generates causal chains from video-question pairs, and a Causal Chain-Driven Answerer (CCDA) that derives answers grounded in these chains. To address the lack of annotated reasoning traces, we introduce a scalable method for generating accurate causal chains from existing datasets. We construct human verified causal chains for 46K samples. We also propose CauCo, a new evaluation metric for causality-oriented captioning. Experiments on three large-scale benchmarks demonstrate that our approach not only outperforms state-of-the-art models, but also yields substantial gains in explainability, user trust, and generalization---positioning the CCE as a reusable causal reasoning engine across diverse domains.",Parmar_Causal_Chain-Guided_Reasoning_for_Modular_and_Explainable_Causal-Why_Video_Question_CVPRF_2026_paper.pdf
What Matters for Scalable and Robust Learning in End-to-End Driving Planners?,"End-to-end autonomous driving has gained significant attention for its potential to learn robust behavior in interactive scenarios and scale with data. Popular architectures often build on separate modules for perception and planning connected through latent representations, such as bird's eye view feature grids, to maintain end-to-end differentiability. This paradigm emerged mostly on open-loop datasets, with evaluation focusing not only on driving performance, but also intermediate perception tasks. Unfortunately, architectural advances that excel in open-loop often fail to translate to scalable learning of robust closed-loop driving. In this paper, we systematically revisit the impact of common architectural patterns on closed-loop performance: (1) high-resolution perceptual representations, (2) disentangled trajectory representations, and (3) generative planning. Crucially, our analysis evaluates the combined impact of these patterns, revealing both unexpected limitations as well as underexplored synergies. Building on these insights, we introduce BevAD, a novel lightweight and highly scalable end-to-end driving architecture. BevAD achieves 72.7% success rate on the Bench2Drive benchmark, outperforms all existing methods and demonstrates strong data-scaling behavior using pure imitation learning.",Holtz_What_Matters_for_Scalable_and_Robust_Learning_in_End-to-End_Driving_CVPRF_2026_paper.pdf
Optimal-Transport-based Feature Alignment for Multimodal Change Detection,"Change detection in remote sensing has achieved remarkable progress with the rapid advancement of deep learning. However, most existing approaches rely on single-modality data, limiting their ability to exploit complementary information between sensors. We propose OT-SiamUnet, an optimal transport-based feature alignment network for multi-source change detection that fuses SAR and optical imagery. Built on a Siamese architecture, our method aligns cross-modal feature distributions through optimal transport (OT), effectively mitigating modality discrepancies during the fusion process. Moreover, a Gaussian positional encoding is incorporated into the transport cost as a spatial regularization term to preserve structural consistency and suppress spatial drift. Experiments on three public datasets---OSCD, SpaceNet 7, and CAU-Flood---validate the effectiveness and robustness of the proposed optimal-transport-based alignment framework for multimodal change detection.",Huang_Optimal-Transport-based_Feature_Alignment_for_Multimodal_Change_Detection_CVPRF_2026_paper.pdf
Stepper: Stepwise Immersive Scene Generation with Multiview Panoramas,"The synthesis of immersive 3D scenes from text is rapidly maturing, driven by novel video generative models and feed-forward 3D reconstruction, with vast potential in AR/VR and world modeling. While panoramic images have proven effective for scene initialization, existing approaches suffer from a trade-off between visual fidelity and explorability: autoregressive expansion suffers from context drift, while panoramic video generation is limited to low resolution. We present Stepper, a unified framework for text-driven immersive 3D scene synthesis that circumvents these limitations via stepwise panoramic scene expansion. Stepper leverages a novel multi-view 360deg diffusion model that enables consistent, high-resolution expansion, coupled with a geometry reconstruction pipeline that enforces geometric coherence. Trained on a new large-scale, multi-view panorama dataset, Stepper achieves state-of-the-art fidelity and structural consistency, outperforming prior approaches, thereby setting a new standard for immersive scene generation.",Wimbauer_Stepper_Stepwise_Immersive_Scene_Generation_with_Multiview_Panoramas_CVPRF_2026_paper.pdf
Active Exploration for Sparse Visual Localization,"In this paper, we present a pipeline for visual localization using 2D-3D matching, yielding high localization accuracy comparable with hierarchical methods based on 2D-2D matching. This is accomplished through an active exploration strategy, which adaptively explores multiple parts of the scene to find the region that generates the most inlier matches, followed by refining the pose with a pose-to-pixel uncertainty re-matching scheme. To justify our design choices, we conduct extensive ablations demonstrating clear improvements over related approaches. Our method achieves competitive accuracy on the large-scale benchmarks Aachen Day & Night, RobotCar, CMU Seasons, and Gangnam Station, while maintaining a low runtime. The code can be found at https://github.com/jojjo99/active_exploration.",Lidholm_Active_Exploration_for_Sparse_Visual_Localization_CVPRF_2026_paper.pdf
IDSplat: Instance-Decomposed 3D Gaussian Splatting for Driving Scenes,"Reconstructing dynamic driving scenes is essential for developing autonomous systems through sensor-realistic simulation. Although recent methods achieve high-fidelity reconstructions, they either rely on costly human annotations for object trajectories or use time-varying representations without explicit object-level decomposition, leading to intertwined static and dynamic elements and hindering scene separation. We present IDSplat, a self-supervised 3D Gaussian Splatting framework that reconstructs dynamic scenes with explicit instance decomposition and learnable motion trajectories, without requiring human annotations. Our key insight is to model dynamic objects as coherent instances undergoing rigid transformations, rather than unstructured time-varying primitives. For instance decomposition, we employ zero-shot, language-grounded video tracking anchored to 3D using lidar, and estimate consistent poses via feature correspondences. We introduce a coordinated-turn smoothing scheme to obtain temporally and physically consistent motion trajectories, mitigating pose misalignments and tracking failures, followed by joint optimization of object poses and Gaussian parameters. Experiments on the Waymo Open Dataset demonstrate that our method achieves competitive reconstruction quality while maintaining instance-level decomposition and generalizes across diverse sequences and view densities without retraining, making it practical for large-scale autonomous driving applications. Code will be released.",Lindstrom_IDSplat_Instance-Decomposed_3D_Gaussian_Splatting_for_Driving_Scenes_CVPRF_2026_paper.pdf
MapGPT: A Vision-Language Model for Large-Scale High-Definition Map Generation,"High-definition (HD) maps are critical throughout the autonomous vehicle (AV) development lifecycle, not only providing essential onboard references for localization and planning, but more importantly serving as ground truth data for training perception models and simulations.However, the creation of HD maps is hindered by high costs and poor scalability, as the process is heavily reliant on specialized sensor fleets and extensive manual annotation.Existing learning-based methods often produce intermediate rasterized representations or fragmented vector sets for isolated map tiles, requiring complicated, error-prone heuristic post-processing and stitching logic.To address this, we reframe HD map generation as a language modeling problem and introduce MapGPT, a Vision-Language Model (VLM) capable of end-to-end generation of large-scale HD maps directly from aerial images.Geometric and topological consistency across tile boundaries are achieved by including features from previously generated tiles as part of the language instructions, allowing the model to perform seamless stitching during inference.We developed the Road Topology Language (RTL), a domain-specific language for compact map data representation, to reduce text token count for efficient VLM interactions. A sequence compression projection further minimizes image tokens.Our experiments demonstrate MapGPT's capabilities in city-scale, physically-grounded map creation from aerial imagery, producing topologically coherent and geometrically accurate large-scale maps.This work represents a paradigm shift in automated cartography, unifying map creation and generative AI for a scalable, flexible, and automated global HD mapping solution.",Wu_MapGPT_A_Vision-Language_Model_for_Large-Scale_High-Definition_Map_Generation_CVPRF_2026_paper.pdf
SPOT: Sparsification with Attention Dynamics via Token Relevance in Vision Transformers,"While Vision Transformers (ViT) have demonstrated remarkable performance across diverse tasks, their computational demands are substantial, scaling quadratically with the number of processed tokens. Compact attention representations, reflecting token interaction distributions, can guide early detection and reduction of less salient tokens prior to attention computation. Motivated by this, we present SParsification with attentiOn dynamics via Token relevance (SPOT), a framework for early detection of redundant tokens within ViTs that leverages token embeddings, interactions, and attention dynamics across layers to infer token importance, resulting in a more context-aware and interpretable relevance detection process. SPOT informs token sparsification and facilitates the elimination of such tokens, improving computational efficiency without sacrificing performance. SPOT employs computationally lightweight predictors that can be plugged into various ViT architectures and learn to derive effective input-specific token prioritization across layers. Its versatile design supports a range of performance levels adaptable to varying resource constraints. Empirical evaluations demonstrate significant efficiency gains of up to 40% compared to standard ViTs, while maintaining or even improving accuracy. Code and models are available at https://github.com/odedsc/SPOT.",Schlesinger_SPOT_Sparsification_with_Attention_Dynamics_via_Token_Relevance_in_Vision_CVPRF_2026_paper.pdf
CPUBone: Efficient Vision Backbone Design for Devices with Low Parallelization Capabilities,"Recent research on vision backbone architectures has predominantly focused on optimizing efficiency for hardware platforms with high parallel processing capabilities. This category increasingly includes embedded systems such as mobile phones and embedded AI accelerator modules.In contrast, CPUs do not have the possibility to parallelize operations in the same manner, wherefore models benefit from a specific design philosophy that balances amount of operations (MACs) and hardware-efficient execution by having high MACs per second (MACpS).In pursuit of this, we investigate two modifications to standard convolutions, aimed at reducing computational cost: grouping convolutions and reducing kernel sizes.While both adaptations substantially decrease the total number of MACs required for inference, sustaining low latency necessitates preserving hardware-efficiency.Our experiments across diverse CPU devices confirm that these adaptations successfully retain high hardware-efficiency on CPUs.Based on these insights, we introduce CPUBone, a new family of vision backbone models optimized for CPU-based inference.CPUBone achieves state-of-the-art Speed-Accuracy Trade-offs (SATs) across a wide range of CPU devices and effectively transfers its efficiency to downstream tasks such as object detection and semantic segmentation.Models and code will be made publicly available.",Nottebaum_CPUBone_Efficient_Vision_Backbone_Design_for_Devices_with_Low_Parallelization_CVPRF_2026_paper.pdf
Multimodal Decoupled Dynamic Graph Learning for Brain Disease Diagnosis,"Multimodal graph learning methods based on inter-subject similarity have gained increasing attention in intelligent brain disorder diagnosis. However, current approaches suffer from two major limitations: (1) a lack of consideration for extracting shared information from low-quality modalities and mitigating noise impact in their cross-modal interactions; and (2) a predominant emphasis on maximizing intra-class similarity, while overlooking inter-class associations arising from pathological progression. Furthermore, the use of an identical adjacency matrix across each layer of graph convolutional networks limits the dynamic modeling of complex inter-subject relationships. To overcome these challenges, we propose a novel Multimodal Decoupled Dynamic Graph Learning (MDDGL) framework. Specifically, we introduce a dedicated disentanglement loss that encourages the representation of each modality to decompose into a shared embedding (capturing cross-modal commonalities) and a specific embedding (preserving unique modality information), thereby enhancing the information extraction and interaction of low-quality modalities. Then a cross-modal fusion mechanism based on attention is further employed to enhance complementary integration across modalities. Lastly, a dot-product attention mechanism is employed to iteratively update inter-subject similarity weights at each layer. Additionally, a multi-head structure simultaneously models intra-class compactness and inter-class pathological associations. Extensive experiments on Alzheimer's Disease and Autism Spectrum Disorder datasets demonstrate that the proposed approach achieves significant improvements over state-of-the-art methods. Moreover, the proposed framework effectively reveals similarity patterns across different disease stages, potentially providing novel insights into pathological progression.",Dong_Multimodal_Decoupled_Dynamic_Graph_Learning_for_Brain_Disease_Diagnosis_CVPRF_2026_paper.pdf
How to Achieve Prototypical Birth and Death for OOD Detection?,"Out-of-Distribution (OOD) detection is crucial for the secure deployment of machine learning models, and prototype-based learning methods are among the mainstream strategies for achieving OOD detection. Existing prototype-based learning methods generally rely on a fixed number of prototypes. This static assumption fails to adapt to the inherent complexity differences across various categories. Currently, there is still a lack of a mechanism that can adaptively adjust the number of prototypes based on data complexity. Inspired by the processes of cell birth and death in biology, we propose a novel method named PID (Prototype bIrth and Death) to adaptively adjust the prototype count based on data complexity. This method relies on two dynamic mechanisms during the training process: prototype birth and prototype death. The birth mechanism instantiates new prototypes in data regions with insufficient representation by identifying the overload level of existing prototypes, thereby meticulously capturing intra-class substructures. Conversely, the death mechanism reinforces the decision boundary by pruning prototypes with ambiguous class boundaries through evaluating their discriminability. Through birth and death, the number of prototypes can be dynamically adjusted according to the data complexity, leading to the learning of more compact and better-separated In-Distribution (ID) embeddings, which significantly enhances the capability to detect OOD samples. Experiments demonstrate that PID significantly outperforms existing methods on benchmarks such as CIFAR-100, achieving State-of-the-Art (SOTA) performance.",Peng_How_to_Achieve_Prototypical_Birth_and_Death_for_OOD_Detection_CVPRF_2026_paper.pdf
2D Triangle Splatting for Direct Differentiable Mesh Training,"Differentiable rendering with 3D Gaussian primitives has emerged as a powerful method for reconstructing high-fidelity 3D scenes from multi-view images. While it offers improvements over NeRF-based methods, this representation still encounters challenges with rendering speed and advanced rendering effects, such as relighting and shadow rendering, compared to mesh-based models. In this paper, we propose 2D Triangle Splatting (2DTS), a novel method that replaces 3D Gaussian primitives with 2D triangle primitives. This representation naturally forms a discrete mesh-like structure while retaining the benefits of continuous volumetric modeling. Through the incorporation and controlled annealing of a compactness parameter, our method maintains differentiability during training while producing triangle meshes with fully opaque faces at the end of optimization without the need for additional post-processing. Experimental results demonstrate that our triangle-based representation achieves competitive visual quality with Gaussian-based methods while providing a more direct bridge to mesh-based representations. Our method bridges the gap between differentiable rendering and traditional mesh-based rendering, offering a promising solution for applications requiring renderable mesh-like reconstructions.",Sheng_2D_Triangle_Splatting_for_Direct_Differentiable_Mesh_Training_CVPRF_2026_paper.pdf
