title,pdf,arxiv,keywords,conference_day
See Through the Noise: Improving Domain Generalization in Gaze Estimation,https://openaccess.thecvf.com/content/CVPR2026/papers/Peng_See_Through_the_Noise_Improving_Domain_Generalization_in_Gaze_Estimation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.16562,gaze estimation; domain generalization; label noise; See-Through-Noise framework; semantic embedding space; prototype-based transformation; feature-label affinity consistency; affinity regularization; semantic manifold; domain-invariant gaze relationships,2026-06-07
RAAS: LLM Agentic System Architecture Search with GRPO,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_RAAS_LLM_Agentic_System_Architecture_Search_with_GRPO_CVPR_2026_paper.pdf,,LLM agentic systems; agentic system architecture search; GRPO; Agentic Supernet; Robust Architecture Adaptive Search; Contextual Architecture Orchestration; Multi-Trial Assessment Synthesis; peer-group comparison; multi-trial evaluation; execution variance,2026-06-07
VGA-Bench: A Unified Benchmark and Multi-Model Framework for Video Aesthetics and Generation Quality Evaluation,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_VGA-Bench_A_Unified_Benchmark_and_Multi-Model_Framework_for_Video_Aesthetics_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.10127,VGA-Bench; video aesthetics evaluation; video generation quality; AIGC-based video generation; aesthetic quality prediction; automatic aesthetic tagging; multi-task neural assessors; human judgment alignment; large-scale video benchmark; generative model optimization,2026-06-07
GROW: Watermark Generation with Progressive Guidance for Diffusion Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_GROW_Watermark_Generation_with_Progressive_Guidance_for_Diffusion_Models_CVPR_2026_paper.pdf,,digital watermarking; diffusion models; training-free watermarking; in-generation watermarking; DDIM inversion; inversion-free extraction; progressive guidance; frequency-domain gradients; watermark robustness; imperceptibility,2026-06-07
Cubic Discrete Diffusion: Discrete Visual Generation on High-Dimensional Representation Tokens,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Cubic_Discrete_Diffusion_Discrete_Visual_Generation_on_High-Dimensional_Representation_Tokens_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.19232,Cubic Discrete Diffusion; discrete visual generation; high-dimensional representation tokens; fine-grained masking; token prediction paradigm; multimodal architectures; pretrained representations; ImageNet-256; scaling behavior; unified understanding and generation,2026-06-07
Ego-InBetween: Generating Object State Transitions in Ego-Centric Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Ge_Ego-InBetween_Generating_Object_State_Transitions_in_Ego-Centric_Videos_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.17749,egocentric video generation; object state transitions; Egocentric Instructed Visual State Transition; intermediate frame generation; action-conditioned generation; TransitionVLM; multi-step transition reasoning; Transition Conditioning module; Object-aware Auxiliary Supervision; human-object interaction datasets,2026-06-07
RLFTSim: Realistic and Controllable Multi-Agent Traffic Simulation via Reinforcement Learning Fine-Tuning,https://openaccess.thecvf.com/content/CVPR2026/papers/Ahmadi_RLFTSim_Realistic_and_Controllable_Multi-Agent_Traffic_Simulation_via_Reinforcement_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.19033,multi-agent traffic simulation; reinforcement learning fine-tuning; scenario realism; simulator rollouts; real-world data distribution alignment; goal-conditioned controllability; scenario generation; pre-trained simulation model; Waymo Open Motion Dataset; dense reward signal,2026-06-07
E-comIQ-ZH: A Human-Aligned Dataset and Benchmark for Fine-Grained Evaluation of E-commerce Posters with Chain-of-Thought,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_E-comIQ-ZH_A_Human-Aligned_Dataset_and_Benchmark_for_Fine-Grained_Evaluation_of_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.21698,Chinese e-commerce posters; automated quality assessment; fine-grained evaluation; Chain-of-Thought rationales; human expert alignment; E-comIQ-ZH; E-comIQ-18k dataset; E-comIQ-M evaluation model; E-comIQ-Bench; Chinese textual artifacts,2026-06-07
Progressive Mask Distillation for Self-supervised Video Representation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Progressive_Mask_Distillation_for_Self-supervised_Video_Representation_CVPR_2026_paper.pdf,,Progressive Mask Distillation; masked visual modeling; self-supervised video representation; dynamic mask ratios; progressive student distiller; difficulty-aware region enhancer; cross-layer feature alignment; region reconstruction loss; semantic feature alignment; video action recognition,2026-06-07
Computational Speckle Pattern Interferometry,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Computational_Speckle_Pattern_Interferometry_CVPR_2026_paper.pdf,,Computational Speckle Pattern Interferometry; speckle pattern interferometry; single-shot displacement estimation; per-pixel motion estimation; temporal phase shifting; image formation model decomposition; Horn-Schunck optical flow; sub-micrometer displacement measurement; high-frequency vibration visualization; indirect sound recovery,2026-06-07
OS-Fed: One Snapshot Is All You Need,https://openaccess.thecvf.com/content/CVPR2026/papers/Qian_OS-Fed_One_Snapshot_Is_All_You_Need_CVPR_2026_paper.pdf,,federated learning; communication overhead reduction; OS-FED; one-shot federated learning; compact snapshot transmission; gradient reconstruction; snapshot synthesis; multi-grid snapshot; error compensation; extreme compression,2026-06-07
"Your Classifier Can Do More: Towards Balancing the Gaps in Classification, Robustness, and Generation",https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_Your_Classifier_Can_Do_More_Towards_Balancing_the_Gaps_in_CVPR_2026_paper.pdf,https://arxiv.org/abs/2505.19459,Joint Energy-based Models; adversarial training; Energy-based Joint Distribution Adversarial Training; energy landscape analysis; min-max energy optimization; clean-adversarial energy gap; generative-discriminative-robust framework; joint probability maximization; adversarial robustness; generation quality,2026-06-07
FlowSteer: Guiding Few-Step Image Synthesis with Authentic Trajectories,https://openaccess.thecvf.com/content/CVPR2026/papers/Ke_FlowSteer_Guiding_Few-Step_Image_Synthesis_with_Authentic_Trajectories_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18834,flow matching; few-step image synthesis; ReFlow-based distillation; FlowSteer; Online Trajectory Alignment; authentic generation trajectories; adversarial distillation; ODE trajectory; FlowMatchEulerDiscreteScheduler; SD3,2026-06-07
Cross-Architecture Adaptation: Cloud-Edge Continual Test-Time Adaptation with Dynamic Sampling and Heterogeneous Distillation,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Cross-Architecture_Adaptation_Cloud-Edge_Continual_Test-Time_Adaptation_with_Dynamic_Sampling_and_CVPR_2026_paper.pdf,,Cloud-Edge Continual Test-Time Adaptation; Cross-Architecture Adaptation; heterogeneous Cloud-Edge CTTA; Transformer-based teacher model; CNN-based student model; Multi-criteria Dynamic Cross-domain Sampling; edge-to-cloud communication; class-balanced sampling; Multi-level Adaptive Heterogeneous Distillation; knowledge transfer,2026-06-07
"Focus, Don't Prune: Identifying Instruction-Relevant Regions for Information-Rich Image Understanding",https://openaccess.thecvf.com/content/CVPR2026/papers/Kwon_Focus_Dont_Prune_Identifying_Instruction-Relevant_Regions_for_Information-Rich_Image_Understanding_CVPR_2026_paper.pdf,,Large Vision-Language Models; information-rich image understanding; visual token reduction; PinPoint; instruction-relevant image regions; Instruction-Region Alignment; fine-grained visual features; visual question answering; InfographicVQA; document VQA,2026-06-07
UniLDiff: Unlocking the Power of Diffusion Priors for All-in-One Image Restoration,https://openaccess.thecvf.com/content/CVPR2026/papers/Cheng_UniLDiff_Unlocking_the_Power_of_Diffusion_Priors_for_All-in-One_Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2507.23685,All-in-One Image Restoration; diffusion priors; diverse degradation modeling; detail preservation; Degradation-Aware Feature Fusion; adaptive modulation; compound degradations; Detail-Aware Expert Module; expert routing; texture recovery,2026-06-07
Progressive Cross-Modal Causal Intervention for Long-Term Action Recognition,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Progressive_Cross-Modal_Causal_Intervention_for_Long-Term_Action_Recognition_CVPR_2026_paper.pdf,,long-term action recognition; Progressive Cross-Modal Causal Intervention; visual confounders; vision-language models; causal intervention; optimal transport theory; co-occurrence hallucination; action codependency illusion; deconfounded text embeddings; front-door adjustment,2026-06-07
Learning What to Trust: Bayesian Prior-Guided Optimization for Visual Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Learning_What_to_Trust_Bayesian_Prior-Guided_Optimization_for_Visual_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18919,Bayesian Prior-Guided Optimization; Group Relative Policy Optimization; visual generative models; reward uncertainty; semantic prior anchor; Bayesian trust allocation; prior-anchored renormalization; textual visual correspondence; semantic alignment; perceptual fidelity,2026-06-07
STCDiT: Spatio-Temporally Consistent Diffusion Transformer for High-Quality Video Super-Resolution,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_STCDiT_Spatio-Temporally_Consistent_Diffusion_Transformer_for_High-Quality_Video_Super-Resolution_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18786,video super-resolution; video diffusion model; Diffusion Transformer; temporal consistency; structural fidelity; motion-aware VAE reconstruction; segment-wise reconstruction; complex camera motions; anchor-frame latent; anchor-frame guidance,2026-06-07
OpenFS: Multi-Hand-Capable Fingerspelling Recognition with Implicit Signing-Hand Detection and Frame-Wise Letter-Conditioned Synthesis,https://openaccess.thecvf.com/content/CVPR2026/papers/Cha_OpenFS_Multi-Hand-Capable_Fingerspelling_Recognition_with_Implicit_Signing-Hand_Detection_and_Frame-Wise_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22949,fingerspelling recognition; implicit signing-hand detection; multi-hand inputs; signing-hand ambiguity; signing-hand focus loss; monotonic alignment loss; cross-attention regularization; frame-wise letter-conditioned synthesis; fingerspelling pose sequence generation; out-of-vocabulary words,2026-06-07
TLMA: Mitigating the Impact of Weakly Labeled Information for Video Anomaly Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_TLMA_Mitigating_the_Impact_of_Weakly_Labeled_Information_for_Video_CVPR_2026_paper.pdf,,Weakly Supervised Video Anomaly Detection; Weakly Labeled Information; anomaly localization; triplet learning; hard segment mining; contrastive learning; Multiple Instance Learning; motion-aware feature enhancement; dynamic foreground regions; UCF-Crime,2026-06-07
SounDiT: Geo-Contextual Soundscape-to-Landscape Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_SounDiT_Geo-Contextual_Soundscape-to-Landscape_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2505.12734,Geo-contextual Soundscape-to-Landscape generation; environmental soundscapes; landscape image synthesis; audio-to-image generation; diffusion transformer; geo-contextual scene conditioning; SoundingSVI dataset; SonicUrban dataset; Place Similarity Score; multi-modal datasets,2026-06-07
EXOTIC: External Vision-driven Incomplete Multi-view Classification,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_EXOTIC_External_Vision-driven_Incomplete_Multi-view_Classification_CVPR_2026_paper.pdf,,Incomplete Multi-View Classification; missing-view completion; external vision knowledge; pre-trained vision-language model; knowledge filtering; knowledge purification; external completion; incomplete multi-view data; view imputation; high missing rates,2026-06-07
FINER: MLLMs Hallucinate under Fine-grained Negative Queries,https://openaccess.thecvf.com/content/CVPR2026/papers/Xiao_FINER_MLLMs_Hallucinate_under_Fine-grained_Negative_Queries_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.17662,Multimodal large language models; hallucinations; fine-grained negative queries; FINER benchmark; FINER-CompreCap; FINER-DOCCI; fine-grained mismatches; Direct Preference Optimization; FINER-Tuning; multimodal benchmarks,2026-06-07
MoRel: Long-Range Flicker-Free 4D Motion Modeling via Anchor Relay-based Bidirectioanl Blending with Hierarchical Densification,https://openaccess.thecvf.com/content/CVPR2026/papers/Kwak_MoRel_Long-Range_Flicker-Free_4D_Motion_Modeling_via_Anchor_Relay-based_Bidirectioanl_CVPR_2026_paper.pdf,,4D Gaussian Splatting; dynamic scenes; long-range motion modeling; temporal flickering; Anchor Relay-based Bidirectional Blending; locally canonical anchor spaces; bidirectional deformations; learnable opacity control; Feature-variance-guided Hierarchical Densification; SelfCapLR,2026-06-07
CoV-Align: Efficient Fine-grained Cross-Modal Alignment with Cohesive Visual Semantics Priority,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_CoV-Align_Efficient_Fine-grained_Cross-Modal_Alignment_with_Cohesive_Visual_Semantics_Priority_CVPR_2026_paper.pdf,,cross-modal alignment; fine-grained alignment; CoV-Align; cohesive visual semantics; semantically convergent attention; visual patch aggregation; deformable attention; consistent assign attention; visual region features; multi-modal representation learning,2026-06-07
Question-guided Visual Compression with Memory Feedback for Long-Term Video Understanding,https://openaccess.thecvf.com/content/CVPR2026/papers/Yamao_Question-guided_Visual_Compression_with_Memory_Feedback_for_Long-Term_Video_Understanding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.15167,long-term video understanding; large multimodal models; visual compression; memory feedback; Question-guided Visual Compression; Question-guided Multimodal Selective Attention; context memory; temporal ordering tasks; MLVU; VNBench,2026-06-07
A Difference-in-Difference Approach to Detecting AI-Generated Images,https://openaccess.thecvf.com/content/CVPR2026/papers/Qi_A_Difference-in-Difference_Approach_to_Detecting_AI-Generated_Images_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23732,AI-generated image detection; diffusion models; reconstruction error; difference-in-difference method; second-order difference; variance reduction; detection accuracy; generalization performance; generative AI; real vs fake images,2026-06-07
CompetitorFormer: Mitigating Query Conflicts for 3D Instance Segmentation via Competitive Strategy,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CompetitorFormer_Mitigating_Query_Conflicts_for_3D_Instance_Segmentation_via_Competitive_CVPR_2026_paper.pdf,,3D instance segmentation; Transformer-based segmentation; learnable queries; instance mask prediction; inter-query competition; CompetitorFormer; Query Competition Layer; Relative Relationship Encoding; Rank Cross-Attention; ScanNetV2,2026-06-07
Ego-Grounding for Personalized Question-Answering in Egocentric Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Xiao_Ego-Grounding_for_Personalized_Question-Answering_in_Egocentric_Videos_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.01966,ego-grounding; personalized question-answering; egocentric videos; multimodal large language models; MyEgo dataset; egocentric VideoQA; camera-wearer understanding; long-range memory; personalized QA; egocentric personalized assistance,2026-06-07
MERIT: Multi-domain Efficient RAW Image Translation,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_MERIT_Multi-domain_Efficient_RAW_Image_Translation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.20836,multi-domain RAW image translation; RAW-to-RAW translation; camera sensor domain shifts; spectral responses; signal-dependent noise statistics; sensor-aware noise modeling loss; conditional multi-scale large kernel attention; sensor-aware feature modeling; MDRAW dataset; paired and unpaired RAW captures,2026-06-07
FeatureFool: Zero-Query Fooling of Video Models via Feature Map,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_FeatureFool_Zero-Query_Fooling_of_Video_Models_via_Feature_Map_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.18362,zero-query black-box attack; video adversarial attacks; feature maps; clean-video feature space; Video-LLMs; adversarial videos; transferability; video classifiers; imperceptible perturbations; attack success rate,2026-06-07
A Temporal and Content Co-Awareness Latent Diffusion for Controllable Hand Image Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Hao_A_Temporal_and_Content_Co-Awareness_Latent_Diffusion_for_Controllable_Hand_CVPR_2026_paper.pdf,,controllable hand image generation; latent diffusion; temporal and content co-awareness; dual-driven modulation; query-based interaction; control signal modulation; cross-domain interaction; pose and appearance injection; pose-invariant appearance encoder; global appearance consistency,2026-06-07
StyleGallery: Training-free and Semantic-aware Personalized Style Transfer from Arbitrary Image References,https://openaccess.thecvf.com/content/CVPR2026/papers/He_StyleGallery_Training-free_and_Semantic-aware_Personalized_Style_Transfer_from_Arbitrary_Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.10354,diffusion-based image style transfer; personalized style transfer; arbitrary image references; semantic-aware framework; semantic region segmentation; latent diffusion features; adaptive clustering; clustered region matching; energy function-guided diffusion sampling; regional style loss,2026-06-07
"HOG-Layout: Hierarchical 3D Scene Generation, Optimization and Editing via Vision-Language Models",https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_HOG-Layout_Hierarchical_3D_Scene_Generation_Optimization_and_Editing_via_Vision-Language_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.10772,3D layout generation; 3D scene synthesis; text-driven scene generation; hierarchical scene representation; real-time scene editing; vision-language models; large language models; retrieval-augmented generation; semantic consistency; physical consistency,2026-06-07
SeD-UD: An Influence-Driven and Hierarchically-Decoupled Information Bottleneck for Multimodal Intent Recognition,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_SeD-UD_An_Influence-Driven_and_Hierarchically-Decoupled_Information_Bottleneck_for_Multimodal_Intent_CVPR_2026_paper.pdf,,multimodal intent recognition; information bottleneck; influence-driven input-adaptive bottleneck; hierarchically-decoupled information bottleneck; feature compression; feature reconstruction; redundancy suppression; unified denoising; de-redundancy; noise-reduced representations,2026-06-07
FAAR: Efficient Frequency-Aware Multi-Task Fine-Tuning via Automatic Rank Selection,https://openaccess.thecvf.com/content/CVPR2026/papers/Fontana_FAAR_Efficient_Frequency-Aware_Multi-Task_Fine-Tuning_via_Automatic_Rank_Selection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.20403,parameter-efficient fine-tuning; multi-task learning; low-rank adaptation; automatic rank selection; Performance-Driven Rank Shrinking; Frequency-Aware Automatic Rank; Task-Spectral Pyramidal Decoder; image frequency spectrum; spatial bias learning; dense visual task benchmarks,2026-06-07
GeoWorld: Geometric World Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_GeoWorld_Geometric_World_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23058,energy-based predictive world models; multi-step visual planning; latent energy landscapes; hyperbolic manifolds; Hyperbolic JEPA; geometric world model; hierarchical state representations; Geometric Reinforcement Learning; hyperbolic latent space; long-horizon prediction,2026-06-07
IFCSR: Inference-Free Fidelity-Realism Control for One-Step Diffusion-based Real-World Image Super-Resolution,https://openaccess.thecvf.com/content/CVPR2026/papers/Back_IFCSR_Inference-Free_Fidelity-Realism_Control_for_One-Step_Diffusion-based_Real-World_Image_Super-Resolution_CVPR_2026_paper.pdf,,diffusion-based image super-resolution; real-world image super-resolution; fidelity-realism control; one-step diffusion models; inference-free control; image-space control; controllable diffusion models; two-stage training; specialized losses; perceptual realism,2026-06-07
4D Local Modeling Toward Dynamic Global Perception for Ambiguity-free Rotation-Invariant Point Cloud Analysis,https://openaccess.thecvf.com/content/CVPR2026/papers/Guo_4D_Local_Modeling_Toward_Dynamic_Global_Perception_for_Ambiguity-free_Rotation-Invariant_CVPR_2026_paper.pdf,,rotation-invariant point cloud analysis; structural ambiguities; local coordinate systems; point-pair ambiguities; global pose cues; Ga4DPF; rotation-equivariant geometric representations; learnable steerable transform; 4D point cloud lifting; Bingham distribution,2026-06-07
Mocap-2-to-3: Multi-view Lifting for Monocular Motion Recovery with 2D Pretraining,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Mocap-2-to-3_Multi-view_Lifting_for_Monocular_Motion_Recovery_with_2D_Pretraining_CVPR_2026_paper.pdf,https://arxiv.org/abs/2503.03222,monocular motion recovery; absolute human pose; 2D pretraining; multi-view lifting; single-view diffusion model; multi-view fine-tuning; 3D motion recovery; human motion representation; ground geometric priors; world-grounded human positioning,2026-06-07
LayoutAD: Exploring Semantic-Geometric Misalignment Reasoning for Scene Layout Anomaly Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Zeng_LayoutAD_Exploring_Semantic-Geometric_Misalignment_Reasoning_for_Scene_Layout_Anomaly_Detection_CVPR_2026_paper.pdf,,scene layout anomaly detection; semantic-geometric misalignment reasoning; object-level anomaly map; semantic plausibility; geometric consistency; semantic graphs; geometric graphs; object attribute implausibilities; relationship mismatches; unsupervised learning framework,2026-06-07
Few-Step Diffusion Sampling Through Instance-Aware Discretizations,https://openaccess.thecvf.com/content/CVPR2026/papers/Yuan_Few-Step_Diffusion_Sampling_Through_Instance-Aware_Discretizations_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.17671,few-step diffusion sampling; instance-aware discretization; timestep schedule adaptation; probability flow ODE; diffusion models; flow matching models; gradient-based discretization search; conditional generative modeling; pixel-space diffusion; video flow matching,2026-06-07
Revisiting 3D Reconstruction Kernels as Low-Pass Filters,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Revisiting_3D_Reconstruction_Kernels_as_Low-Pass_Filters_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.17900,3D reconstruction; reconstruction kernels; low-pass filters; signal processing; discrete sampling; periodic spectral extension; baseband spectrum; Jinc kernel; modulated kernels; frequency-domain fidelity,2026-06-07
Mining Instance-Centric Vision-Language Contexts for Human-Object Interaction Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Seo_Mining_Instance-Centric_Vision-Language_Contexts_for_Human-Object_Interaction_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.02071,Human-Object Interaction detection; Vision-Language Models; Instance-centric Context Mining Network; instance-specific features; object detector; contextual reasoning; Instancecentric Context Refinement; Progressive Context Aggregation; HICO-DET; V-COCO,2026-06-07
SpatialVID: A Large-Scale Video Dataset with Spatial Annotations,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_SpatialVID_A_Large-Scale_Video_Dataset_with_Spatial_Annotations_CVPR_2026_paper.pdf,https://arxiv.org/abs/2509.09676,SpatialVID; large-scale video dataset; spatial annotations; in-the-wild videos; dynamic scenes; camera poses; depth maps; dynamic masks; structured captions; motion instructions,2026-06-07
ReasonMap: Towards Fine-Grained Visual Reasoning from Transit Maps,https://openaccess.thecvf.com/content/CVPR2026/papers/Feng_ReasonMap_Towards_Fine-Grained_Visual_Reasoning_from_Transit_Maps_CVPR_2026_paper.pdf,https://arxiv.org/abs/2505.18675,Multimodal large language models; visual reasoning benchmark; transit maps; fine-grained visual reasoning; text-image alignment; answer correctness evaluation; reasoning-tuned models; visual grounding; visual masking; reinforcement fine-tuning,2026-06-07
3D sans 3D Scans: Scalable Pre-training from Video-Generated Point Clouds,https://openaccess.thecvf.com/content/CVPR2026/papers/Yamada_3D_sans_3D_Scans_Scalable_Pre-training_from_Video-Generated_Point_Clouds_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.23042,3D self-supervised learning; video-generated point clouds; LAM3C; Laplacian-Aware Multi-level 3D Clustering; Sinkhorn-Knopp; RoomTours dataset; feed-forward reconstruction; noise-regularized loss; local geometric smoothness; indoor semantic and instance segmentation,2026-06-07
DK-DDIL: Adaptive Knowledge Retention for Dynamic Domain-Incremental Learning in Medical Imaging,https://openaccess.thecvf.com/content/CVPR2026/papers/Ma_DK-DDIL_Adaptive_Knowledge_Retention_for_Dynamic_Domain-Incremental_Learning_in_Medical_CVPR_2026_paper.pdf,,dynamic domain-incremental learning; medical image analysis; foundation models; rehearsal-free adaptation; dynamic rank selection; adaptive regularization; selective adapter fusion; prototype-level contrastive refinement; cross-domain knowledge transfer; 3D MRI cohort,2026-06-07
