title,pdf,arxiv,keywords,conference_day
Harmonious Parameter Adaptation in Continual Visual Instruction Tuning for Safety-Aligned MLLMs,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Harmonious_Parameter_Adaptation_in_Continual_Visual_Instruction_Tuning_for_Safety-Aligned_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.20158,continual visual instruction tuning; safety-aligned MLLMs; multimodal large language models; Harmonious Parameter Adaptation; task forgetting; safety degradation; parameter partition; harmoniously balanced parameter selection; orthogonal parameter adjustment; catastrophic forgetting,2026-06-06
From Pairs to Sequences: Track-Aware Policy Gradients for Keypoint Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_From_Pairs_to_Sequences_Track-Aware_Policy_Gradients_for_Keypoint_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.20630,keypoint detection; keypoint-based matching; track-aware policy gradients; TraqPoint; reinforcement learning; track-quality optimization; image sequences; multi-view keypoint consistency; relative pose estimation; 3D reconstruction,2026-06-06
"Do Less, Achieve More: Do We Need Every-Step Optimization for RL Fine-tuning of Diffusion Models?",https://openaccess.thecvf.com/content/CVPR2026/papers/Yan_Do_Less_Achieve_More_Do_We_Need_Every-Step_Optimization_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.15855,diffusion models; RL fine-tuning; denoising trajectory; preference alignment; AdaScope; adaptive intervention timing; structural evolution; semantic consistency; reward hacking; computational cost reduction,2026-06-06
Synthetic Curriculum Reinforces Compositional Text-to-Image Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Synthetic_Curriculum_Reinforces_Compositional_Text-to-Image_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18378,compositional text-to-image generation; compositional synthesis; curriculum reinforcement learning; CompGen; scene graphs; adaptive Markov Chain Monte Carlo graph sampling; difficulty-aware curriculum data; Group Relative Policy Optimization; curriculum scheduling strategies; diffusion-based T2I models,2026-06-06
Opti-NeuS: Neural Reconstruction for Dual-Layered Transparent and Opaque Objects,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Opti-NeuS_Neural_Reconstruction_for_Dual-Layered_Transparent_and_Opaque_Objects_CVPR_2026_paper.pdf,,3D reconstruction; transparent objects; opaque objects; Opti-NeuS; neural reconstruction; spatially-varying index of refraction; refractive ray tracing; dual-layered geometry; hierarchical reconstruction; transparency-aware surface separation,2026-06-06
Drive My Way: Preference Alignment of Vision-Language-Action Model for Personalized Driving,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Drive_My_Way_Preference_Alignment_of_Vision-Language-Action_Model_for_Personalized_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25740,personalized autonomous driving; Vision-Language-Action model; preference alignment; driving behavior personalization; user embedding; natural language driving instructions; long-term driving habits; short-term driving intentions; closed-loop evaluation; Bench2Drive benchmark,2026-06-06
EventGait: Towards Robust Gait Recognition with Event Streams,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_EventGait_Towards_Robust_Gait_Recognition_with_Event_Streams_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.22139,event-based gait recognition; event cameras; event streams; Mixture of Spiking Experts; Cross-modal Structure Alignment; large vision foundation models; dynamic perception; dense shape representations; event-based gait datasets; low-light gait recognition,2026-06-06
Rethinking SNN Online Training and Deployment: Gradient-Coherent Learning via Hybrid-Driven LIF Model,https://openaccess.thecvf.com/content/CVPR2026/papers/Hao_Rethinking_SNN_Online_Training_and_Deployment_Gradient-Coherent_Learning_via_Hybrid-Driven_CVPR_2026_paper.pdf,https://arxiv.org/abs/2410.07547,Spiking Neural Networks; online training; Hybrid-Driven Leaky Integrate-and-Fire; gradient-coherent learning; Spatial-Temporal Back-propagation; gradient discrepancy; surrogate gradients; temporal gradients; GPU memory optimization; power consumption,2026-06-06
MMTIT-Bench: A Multilingual and Multi-Scenario Benchmark with Cognition-Perception-Reasoning Guided Text-Image Machine Translation,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_MMTIT-Bench_A_Multilingual_and_Multi-Scenario_Benchmark_with_Cognition-Perception-Reasoning_Guided_Text-Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.23896,text-image machine translation; MMTIT-Bench; multilingual scene understanding; vision-language large models; low-resource languages; cognition-perception-reasoning; CPR-Trans; Chain-of-Thought reasoning; VLLM-driven data generation; interpretable supervision,2026-06-06
Interact2Ar: Full-Body Human-Human Interaction Generation via Autoregressive Diffusion Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Ruiz-Ponce_Interact2Ar_Full-Body_Human-Human_Interaction_Generation_via_Autoregressive_Diffusion_Models_CVPR_2026_paper.pdf,,human-human interaction generation; autoregressive diffusion models; text-conditioned motion generation; full-body motion synthesis; hand kinematics; high-fidelity full-body generation; large context windows; temporal motion composition; real-time motion adaptation; multi-person interaction scenarios,2026-06-06
A Supervised Multi-task Framework for Joint cryo-ET Restoration Enabled by Generative Physical Simulation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_A_Supervised_Multi-task_Framework_for_Joint_cryo-ET_Restoration_Enabled_by_CVPR_2026_paper.pdf,,cryo-electron tomography; cryo-ET restoration; denoising; missing wedge recovery; low-SNR tomograms; missing-wedge artifacts; supervised multi-task framework; generative physical simulation; synthetic noisy tomograms; isotropic structural priors,2026-06-06
AssemblyBench: Physics-Aware Assembly of Complex Industrial Objects,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_AssemblyBench_Physics-Aware_Assembly_of_Complex_Industrial_Objects_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.12845,physics-aware assembly; industrial object assembly; multimodal instruction manuals; 3D part models; 6-DoF motion prediction; part assembly trajectories; assembly order prediction; transformer-based model; assembly pose estimation; physics-based simulations,2026-06-06
SPAR: Single-Pass Any-Resolution ViT for Open-vocabulary Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Kombol_SPAR_Single-Pass_Any-Resolution_ViT_for_Open-vocabulary_Segmentation_CVPR_2026_paper.pdf,,Single-Pass Any-Resolution ViT; open-vocabulary segmentation; Vision Transformers; high-resolution inference; dense feature extraction; spatial reasoning distillation; sliding-window teacher; feature regression loss; pixel-level reasoning; vision-language models,2026-06-06
PyramidalWan: On Making Pretrained Video Model Pyramidal for Efficient Inference,https://openaccess.thecvf.com/content/CVPR2026/papers/Korzhenkov_PyramidalWan_On_Making_Pretrained_Video_Model_Pyramidal_for_Efficient_Inference_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.04792,pyramidal video models; pretrained diffusion model conversion; multi-step denoising; hierarchical resolution stages; low-cost finetuning; step distillation; efficient video inference; visual plausibility; diffusion forward and backward processes; inference cost reduction,2026-06-06
Nestwork: Conditional 3D Furnished House Layout Generation through Latent Heterogeneous Graph Diffusion,https://openaccess.thecvf.com/content/CVPR2026/papers/Miao_Nestwork_Conditional_3D_Furnished_House_Layout_Generation_through_Latent_Heterogeneous_CVPR_2026_paper.pdf,,conditional 3D furnished house layout generation; latent heterogeneous graph diffusion; heterogeneous graph attention network; room and furniture nodes; spatial relations; low-rank relational field; random masking; multi-level conditioning; natural-language layout descriptions; 3D-FRONT dataset,2026-06-06
Lafite: A Generative Latent Field for 3D Native Texturing,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Lafite_A_Generative_Latent_Field_for_3D_Native_Texturing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.04786,3D-native texturing; generative latent field; sparse latent color field; variational autoencoder; continuous color field; mesh topology disentanglement; UV parameterization; conditional rectified-flow model; material synthesis; texture super-resolution,2026-06-06
Obstruction Reasoning for Robotic Grasping,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiao_Obstruction_Reasoning_for_Robotic_Grasping_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.23186,robotic grasping; obstruction reasoning; cluttered environments; vision-language embodied reasoning; accessibility planning; UNOGrasp; visually-grounded obstruction reasoning; obstruction paths; verifiable reasoning rewards; UNOBench,2026-06-06
Beyond Multiple Choice: Verifiable OpenQA for Robust Vision-Language RFT,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Beyond_Multiple_Choice_Verifiable_OpenQA_for_Robust_Vision-Language_RFT_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.17405,verifiable OpenQA; vision-language reinforcement fine-tuning; multiple-choice question answering; multimodal language models; answer option leakage; ReVeL; open-form question rewriting; automatic verification; GRPO; Qwen2.5-VL,2026-06-06
PartDiffuser: Part-wise 3D Mesh Generation via Discrete Diffusion,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_PartDiffuser_Part-wise_3D_Mesh_Generation_via_Discrete_Diffusion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18801,PartDiffuser; part-wise 3D mesh generation; discrete diffusion; point-cloud-to-mesh generation; semantic mesh segmentation; semi-autoregressive diffusion; global topology consistency; high-frequency geometric features; DiT architecture; part-aware cross-attention,2026-06-06
Plenoptic Video Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Fu_Plenoptic_Video_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.05239,Plenoptic Video Generation; PlenopticDreamer; camera-controlled video re-rendering; multi-view consistency; spatio-temporal coherence; generative hallucination synchronization; video-conditioned autoregressive model; camera-guided video retrieval; progressive context-scaling; long-video conditioning,2026-06-06
Seeing through Light and Darkness: Sensor-Physics Grounded Deblurring HDR NeRF from Single-Exposure Images and Events,https://openaccess.thecvf.com/content/CVPR2026/papers/Qi_Seeing_through_Light_and_Darkness_Sensor-Physics_Grounded_Deblurring_HDR_NeRF_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.15475,HDR NeRF; sensor-physics grounded deblurring; novel view synthesis; single-exposure blurry LDR images; event data; camera response function; event CRF model; HDR scene radiance; 3D representation learning; event sensor output,2026-06-06
AutoRegressive Generation with B-rep Holistic Token Sequence Representation,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_AutoRegressive_Generation_with_B-rep_Holistic_Token_Sequence_Representation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.16771,B-rep generation; BrepARG; holistic token sequence representation; autoregressive architecture; transformer-based autoregressive model; geometry and topology encoding; geometry and position tokens; face index tokens; geometry block sequencing; next-token prediction,2026-06-06
Is your VLM Sky-Ready? A Comprehensive Spatial Intelligence Benchmark for UAV Navigation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Is_your_VLM_Sky-Ready_A_Comprehensive_Spatial_Intelligence_Benchmark_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.13269,Vision-Language Models; UAV navigation; spatial intelligence benchmark; SpatialSky-Bench; environmental perception; scene understanding; landing safety analysis; SpatialSky-Dataset; UAV spatial reasoning; Sky-VLM,2026-06-06
Towards Multimodal Domain Generalization with Few Labels,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Towards_Multimodal_Domain_Generalization_with_Few_Labels_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22917,Semi-Supervised Multimodal Domain Generalization; multimodal domain generalization; few labeled samples; multi-source data; unlabeled data; domain shifts; Consensus-Driven Consistency Regularization; Disagreement-Aware Regularization; Cross-Modal Prototype Alignment; missing modalities,2026-06-06
Reclaiming Lost Text Layers for Source-Free Cross-Domain Few-Shot Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Reclaiming_Lost_Text_Layers_for_Source-Free_Cross-Domain_Few-Shot_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.05235,Source-Free Cross-Domain Few-Shot Learning; SF-CDFSL; CLIP text encoder; lost text layers; domain shifts; visual branch re-learning; cross-domain tasks; few-shot fine-tuning; SigLip; Meta-dataset,2026-06-06
DTG-Restore: Training-Free Diffusion Refinement for Generative Video Super-Resolution,https://openaccess.thecvf.com/content/CVPR2026/papers/Yesiltepe_DTG-Restore_Training-Free_Diffusion_Refinement_for_Generative_Video_Super-Resolution_CVPR_2026_paper.pdf,,generative video super-resolution; video diffusion models; training-free diffusion refinement; classifier-free guidance; Decoupled Time Guidance; diffusion timestep look-ahead prior; plug-and-play restoration; temporal stability; generative degradations; GenWarp480,2026-06-06
Enhancing Spatial Understanding in Image Generation via Reward Modeling,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Enhancing_Spatial_Understanding_in_Image_Generation_via_Reward_Modeling_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.24233,text-to-image generation; spatial understanding; spatial relationships; reward modeling; SpatialReward-Dataset; preference pairs; SpatialScore; spatial evaluation; online reinforcement learning; complex spatial generation,2026-06-06
Towards Efficient Medical Reasoning with Minimal Fine-Tuning Data,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhuang_Towards_Efficient_Medical_Reasoning_with_Minimal_Fine-Tuning_Data_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.01450,Vision-Language Models; medical reasoning; supervised fine-tuning; data selection; Difficulty-Influence Quadrant; gradient-based influence; sample difficulty; clinical reasoning; differential diagnosis; LLM-as-a-judge evaluations,2026-06-06
The SA-FARI Dataset: Segment Anything in Footage of Animals for Recognition and Identification,https://openaccess.thecvf.com/content/CVPR2026/papers/Wasmuht_The_SA-FARI_Dataset_Segment_Anything_in_Footage_of_Animals_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.15622,SA-FARI dataset; multi-animal tracking; wildlife conservation; camera trap videos; wild animal populations; individual re-identification; behavior recognition; segmentation masks; spatio-temporal annotations; vision-language models,2026-06-06
Perceptual 3D Simulation With Physical World Modeling,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_Perceptual_3D_Simulation_With_Physical_World_Modeling_CVPR_2026_paper.pdf,,P3Sim; physical world modeling; perceptual 3D simulation; partial observations; incomplete 3D transformation signals; learned physical world model; geometric conditioning module; persistent scene memory; novel view synthesis; dynamic scene prediction,2026-06-06
PMRNet: Physics-informed Multi-scale Refinement Network for Medical Image Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Kang_PMRNet_Physics-informed_Multi-scale_Refinement_Network_for_Medical_Image_Segmentation_CVPR_2026_paper.pdf,,medical image segmentation; PMRNet; physics-informed encoder; Enhanced Symplectic Convolution; symplectic geometry; Renormalization Group-inspired Downsampling; entropy-driven diffusion; Pseudo-Global Receptive Field; boundary-aware decoder; computationally efficient segmentation,2026-06-06
FlexAvatar: Flexible Large Reconstruction Model for Animatable Gaussian Head Avatars with Detailed Deformation,https://openaccess.thecvf.com/content/CVPR2026/papers/Peng_FlexAvatar_Flexible_Large_Reconstruction_Model_for_Animatable_Gaussian_Head_Avatars_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.17717,Animatable Gaussian Head Avatars; 3D head avatar reconstruction; dynamic deformation; sparse image reconstruction; camera-pose-free inputs; expression-free inputs; structured head query tokens; UV-space position maps; expression-dependent deformations; identity-specific refinement,2026-06-06
INSID3: Training-Free In-Context Segmentation with DINOv3,https://openaccess.thecvf.com/content/CVPR2026/papers/Cuttano_INSID3_Training-Free_In-Context_Segmentation_with_DINOv3_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.28480,in-context segmentation; DINOv3; training-free segmentation; self-supervised dense features; frozen vision foundation models; semantic matching; semantic correspondence; one-shot semantic segmentation; part segmentation; personalized instance segmentation,2026-06-06
Towards Realistic and Consistent Orbital Video Generation via 3D Foundation Priors,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Towards_Realistic_and_Consistent_Orbital_Video_Generation_via_3D_Foundation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.12309,orbital video generation; 3D foundation priors; single-image object video generation; geometric consistency; rear-view synthesis; 3D foundational generative model; latent feature conditioning; volumetric features; multi-scale 3D adapter; multi-view consistency,2026-06-06
Relightful Video Portrait Harmonization,https://openaccess.thecvf.com/content/CVPR2026/papers/Choi_Relightful_Video_Portrait_Harmonization_CVPR_2026_paper.pdf,,video portrait harmonization; relightful harmonization; lighting deflickering; temporal jitters; video diffusion model; asymmetric alpha mask conditioning; temporal coherence; clean boundaries; relighting expressiveness; foreground-background lighting matching,2026-06-06
GEM: Generating LiDAR World Model via Deformable Mamba,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_GEM_Generating_LiDAR_World_Model_via_Deformable_Mamba_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.07326,LiDAR world model; deformable Mamba; autonomous driving; LiDAR point clouds; LiDAR scene tokenizer; dynamic-static separator; tri-path deformable Mamba; selective scanning; adaptive gating fusion; BEV layout controller,2026-06-06
Featurising Pixels from Dynamic 3D Scenes with Linear In-Context Learners,https://openaccess.thecvf.com/content/CVPR2026/papers/Araslanov_Featurising_Pixels_from_Dynamic_3D_Scenes_with_Linear_In-Context_Learners_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.26488,pixel-level reasoning; spatio-temporal representations; pixel-accurate feature descriptors; linear in-context learning; depth and motion cue maps; uncurated video datasets; temporally consistent representations; video object segmentation; surface normal estimation; semantic segmentation,2026-06-06
CRIT: Graph-Based Automatic Data Synthesis to Enhance Cross-Modal Multi-Hop Reasoning,https://openaccess.thecvf.com/content/CVPR2026/papers/Sung_CRIT_Graph-Based_Automatic_Data_Synthesis_to_Enhance_Cross-Modal_Multi-Hop_Reasoning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.01634,cross-modal multi-hop reasoning; Vision-Language Models; graph-based automatic data synthesis; multimodal benchmarks; interleaved image-text content; visual evidence grounding; hallucination reduction; complex cross-modal reasoning tasks; manually verified test set; SPIQA,2026-06-06
RNN as Linear Transformer: A Closer Investigation into Representational Potentials of Visual Mamba Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_RNN_as_Linear_Transformer_A_Closer_Investigation_into_Representational_Potentials_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18380,Visual Mamba Models; Linear Transformer; Softmax Attention; Linear Attention; low-rank approximation; activation map evaluation; binary segmentation metric; long-range dependencies; DINO self-supervised pretraining; ImageNet linear probing,2026-06-06
AMB3R: Accurate Feed-forward Metric-scale 3D Reconstruction with Backend,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_AMB3R_Accurate_Feed-forward_Metric-scale_3D_Reconstruction_with_Backend_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.20343,multi-view feed-forward model; dense 3D reconstruction; metric-scale 3D reconstruction; volumetric scene representation; geometric reasoning; uncalibrated visual odometry; structure from motion; camera pose estimation; depth estimation; optimization-based SLAM,2026-06-06
PatchScene: Patch-based Voxel Diffusion Model for Large-Scale Scene Completion,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_PatchScene_Patch-based_Voxel_Diffusion_Model_for_Large-Scale_Scene_Completion_CVPR_2026_paper.pdf,,PatchScene; large-scale LiDAR scene completion; patch-based voxel diffusion; fine-grained geometry generation; localized 3D regions; confidence-guided spatio-temporal fusion; Annular-Flow diffusion; radial density pattern; SemanticKITTI; autonomous driving,2026-06-06
MM-ReCoder: Advancing Chart-to-Code Generation with Reinforcement Learning and Self-Correction,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_MM-ReCoder_Advancing_Chart-to-Code_Generation_with_Reinforcement_Learning_and_Self-Correction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.01600,chart-to-code generation; multimodal large language models; MM-ReCoder; reinforcement learning; self-correction; execution feedback; Group Relative Policy Optimization; multi-turn self-correction RL; full-trajectory optimization; executable code,2026-06-06
HATS: Hardness-Aware Trajectory Synthesis for GUI Agents,https://openaccess.thecvf.com/content/CVPR2026/papers/Shao_HATS_Hardness-Aware_Trajectory_Synthesis_for_GUI_Agents_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.12138,GUI agents; large vision-language models; trajectory synthesis; Hardness-Aware Trajectory Synthesis; semantically ambiguous actions; semantic ambiguity; hardness-driven exploration; alignment-guided refinement; instruction-execution alignment; benchmark GUI environments,2026-06-06
