title,pdf,arxiv,keywords,conference_day
CASPA: Graph-Structured Concept Anchors for Modality-Agnostic Adaptation in Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Chatterjee_CASPA_Graph-Structured_Concept_Anchors_for_Modality-Agnostic_Adaptation_in_Vision-Language_Models_CVPR_2026_paper.pdf,,Vision-language models; prompt adaptation; concept anchors; modality-agnostic learning; semantic alignment; cross-modal transfer; few-shot learning; CLIP; parameter sharing; zero-shot generalization,2026-06-07
4D-RGPT: Toward Region-level 4D Understanding via Perceptual Distillation,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_4D-RGPT_Toward_Region-level_4D_Understanding_via_Perceptual_Distillation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.17012,4D-RGPT; region-level 4D understanding; Perceptual 4D Distillation; 4D representations; Multimodal LLMs; temporal perception; 4D Video Question Answering; region-level prompting; depth-aware dynamic scenes; R4D-Bench,2026-06-07
EasyOmnimatte: Taming Pretrained Inpainting Diffusion Models for End-to-End Video Layered Decompositio,https://openaccess.thecvf.com/content/CVPR2026/papers/Hu_EasyOmnimatte_Taming_Pretrained_Inpainting_Diffusion_Models_for_End-to-End_Video_Layered_CVPR_2026_paper.pdf,,video omnimatte; diffusion models; inpainting; video decomposition; LoRA fine-tuning; alpha matte; generative priors; DiT blocks; foreground layer extraction; dual-expert strategy,2026-06-07
Interactive Episodic Memory with User Feedback,https://openaccess.thecvf.com/content/CVPR2026/papers/Subedi_Interactive_Episodic_Memory_with_User_Feedback_CVPR_2026_paper.pdf,,episodic memory; natural language queries; egocentric video; interactive refinement; user feedback; vision-language models; temporal localization; query disambiguation; feedback alignment; video understanding,2026-06-07
PolySLGen: Online Multimodal Speaking-Listening Reaction Generation in Polyadic Interaction,https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_PolySLGen_Online_Multimodal_Speaking-Listening_Reaction_Generation_in_Polyadic_Interaction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.08125,multimodal reaction generation; polyadic interaction; speaking-listening reaction generation; embodied AI; nonverbal cues; pose fusion module; social cue encoder; motion-speech alignment; speaking state prediction; human-perceived realism,2026-06-07
Bypassing the Transport Plan: Dynamic Reweighting for Out-of-Distribution Detection with Optimal Transport,https://openaccess.thecvf.com/content/CVPR2026/papers/Xiao_Bypassing_the_Transport_Plan_Dynamic_Reweighting_for_Out-of-Distribution_Detection_with_CVPR_2026_paper.pdf,,Semi-supervised learning; Out-of-distribution detection; Optimal transport; Open-set learning; Pseudo OOD scores; Semi-unbalanced optimal transport; Dynamic reweighting; Unlabeled data; Unknown classes; OOD sample detection,2026-06-07
TDATR: Improving End-to-End Table Recognition via Table Detail-Aware Learning and Cell-Level Visual Alignment,https://openaccess.thecvf.com/content/CVPR2026/papers/Qin_TDATR_Improving_End-to-End_Table_Recognition_via_Table_Detail-Aware_Learning_and_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22819,end-to-end table recognition; document analysis; table detail-aware learning; cell-level visual alignment; table structure understanding; content recognition; language modeling paradigm; structured HTML output; structure-guided cell localization; vision-language alignment,2026-06-07
TopoCL: Topological Contrastive Learning for Medical Imaging,https://openaccess.thecvf.com/content/CVPR2026/papers/Meng_TopoCL_Topological_Contrastive_Learning_for_Medical_Imaging_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.14647,topological contrastive learning; medical image analysis; topology-aware augmentations; persistence diagrams; relative bottleneck distance; Hierarchical Topology Encoder; self-attention; cross-attention; mixture-of-experts; medical image classification,2026-06-07
MAPS: Preserving Vision-Language Representations via Module-Wise Proximity Scheduling for Better Vision-Language-Action Generalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_MAPS_Preserving_Vision-Language_Representations_via_Module-Wise_Proximity_Scheduling_for_Better_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.19878,Vision-Language-Action models; Module-Wise Proximity Scheduling; VLM-to-VLA transfer; proximity constraints; robust fine-tuning; pretrained vision-language representations; out-of-distribution generalization; visual encoder priors; action-oriented language layers; robotic manipulation benchmarks,2026-06-07
TRivia: Self-supervised Fine-tuning of Vision-Language Models for Table Recognition,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_TRivia_Self-supervised_Fine-tuning_of_Vision-Language_Models_for_Table_Recognition_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.01248,table recognition; self-supervised fine-tuning; vision-language models; unlabeled table images; document parsing; Group Relative Policy Optimization; question-answering-based reward mechanism; attention-guided question generation; semi-structured table representations; TRivia-3B,2026-06-07
AudioStory: Generating Long-Form Narrative Audio with Large Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Guo_AudioStory_Generating_Long-Form_Narrative_Audio_with_Large_Language_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.20088,text-to-audio generation; long-form narrative audio; AudioStory; large language models; temporal coherence; compositional reasoning; LLM-diffuser collaboration; end-to-end audio generation; AudioStory-10K benchmark; instruction-following audio synthesis,2026-06-07
DialogueVPR: Towards Conversational Visual Place Recognition,https://openaccess.thecvf.com/content/CVPR2026/papers/Song_DialogueVPR_Towards_Conversational_Visual_Place_Recognition_CVPR_2026_paper.pdf,,visual place recognition; language-guided geo-localization; dialogue-driven reasoning; cross-modal retrieval; interactive localization; natural language descriptions; reinforcement learning; curriculum learning; place recognition benchmark; multi-modal reasoning,2026-06-07
RC-NF: Robot-Conditioned Normalizing Flow for Real-Time Anomaly Detection in Robotic Manipulation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhou_RC-NF_Robot-Conditioned_Normalizing_Flow_for_Real-Time_Anomaly_Detection_in_Robotic_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.11106,Robot-Conditioned Normalizing Flow; robotic anomaly detection; Vision-Language-Action models; out-of-distribution detection; robotic manipulation; unsupervised anomaly scoring; task-aware robot and object states; LIBERO-Anomaly-10; state-level rollback; task-level replanning,2026-06-07
ClipGStream: Clip-Stream Gaussian Splatting for Any Length and Any Motion Multi-View Dynamic Scene Reconstruction,https://openaccess.thecvf.com/content/CVPR2026/papers/Liang_ClipGStream_Clip-Stream_Gaussian_Splatting_for_Any_Length_and_Any_Motion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.13746,dynamic 3D scene reconstruction; multi-view dynamic scene reconstruction; Gaussian Splatting; stream optimization; clip-level optimization; spatio-temporal fields; residual anchor compensation; inter-clip inherited anchors; temporal coherence; long dynamic videos,2026-06-07
Why Not Hyperparameter-Friendly Optimisation? A Monotonic Adaptive Norm Rescaling Approach For Long-Tailed Recognition,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Why_Not_Hyperparameter-Friendly_Optimisation_A_Monotonic_Adaptive_Norm_Rescaling_Approach_CVPR_2026_paper.pdf,,long-tailed recognition; class imbalance; adaptive norm rescaling; two-stage decoupling; classifier retraining; weight norm adjustment; monotonic normalization; Pool Adjacent Violators Algorithm; representation learning; hyperparameter sensitivity,2026-06-07
Multi-view Pyramid Transformer: Look Coarser to See Broader,https://openaccess.thecvf.com/content/CVPR2026/papers/Kang_Multi-view_Pyramid_Transformer_Look_Coarser_to_See_Broader_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.07806,Multi-view Pyramid Transformer; scalable multi-view transformer; large 3D scene reconstruction; single forward pass; local-to-global inter-view hierarchy; fine-to-coarse intra-view hierarchy; compact information-dense tokens; 3D Gaussian Splatting; generalizable reconstruction; view configurations,2026-06-07
EasyV2V: A High-quality Instruction-based Video Editing Framework,https://openaccess.thecvf.com/content/CVPR2026/papers/Mai_EasyV2V_A_High-quality_Instruction-based_Video_Editing_Framework_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.16920,instruction-based video editing; EasyV2V; text-to-video models; spatiotemporal control; mask mechanism; LoRA fine-tuning; sequence concatenation conditioning; video edit pairs; transition supervision; reference image conditioning,2026-06-07
Open-Ended Instruction Realization with LLM-Enabled Multi-Planner Scheduling in Autonomous Vehicles,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Open-Ended_Instruction_Realization_with_LLM-Enabled_Multi-Planner_Scheduling_in_Autonomous_Vehicles_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.08031,autonomous vehicles; Human-Machine Interaction; open-ended instruction realization; large language models; multi-planner scheduling; model predictive control; motion planners; closed-loop evaluation; trajectory planning; LLM inference latency,2026-06-07
OralGPT-Plus: Learning to Use Visual Tools via Reinforcement Learning for Panoramic X-ray Analysis,https://openaccess.thecvf.com/content/CVPR2026/papers/Fan_OralGPT-Plus_Learning_to_Use_Visual_Tools_via_Reinforcement_Learning_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.06366,panoramic dental radiograph analysis; agentic vision-language model; symmetry-aware diagnostic reasoning; DentalProbe dataset; diagnostic trajectories; localized inspection; contralateral comparison; Reinspection-driven reinforcement learning; rubric-based reward; MMOral-X benchmark,2026-06-07
LS-ViT: Least-Squares Hessian Based Block Reconstruction for Low-Bit Post-Training Quantization of Vision Transformers,https://openaccess.thecvf.com/content/CVPR2026/papers/Hwang_LS-ViT_Least-Squares_Hessian_Based_Block_Reconstruction_for_Low-Bit_Post-Training_Quantization_CVPR_2026_paper.pdf,,Vision Transformers; post-training quantization; Hessian-based block reconstruction; ultra-low bitwidth quantization; least-squares regression; sample independence assumption; covariance estimation; quantization-induced error; 4-bit quantization; model deployment,2026-06-07
CURE: Curriculum-guided Multi-task Training for Reliable Anatomy Grounded Report Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Messina_CURE_Curriculum-guided_Multi-task_Training_for_Reliable_Anatomy_Grounded_Report_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.15408,medical vision-language models; radiology report generation; visual grounding; factual consistency; error-aware curriculum learning; phrase grounding; anatomy-grounded report generation; multimodal instructional model; spatial and textual alignment; hallucination reduction,2026-06-07
Personalized Longitudinal Medical Report Generation via Temporally-Aware Federated Adaptation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Personalized_Longitudinal_Medical_Report_Generation_via_Temporally-Aware_Federated_Adaptation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.19668,longitudinal medical report generation; federated learning; Federated Temporal Adaptation; FedTAR; demographic-driven personalization; LoRA adapters; temporal residual aggregation; meta-learned temporal policy; first-order MAML; cross-site generalization,2026-06-07
Free-Grained Hierarchical Visual Recognition,https://openaccess.thecvf.com/content/CVPR2026/papers/Park_Free-Grained_Hierarchical_Visual_Recognition_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.14737,hierarchical image recognition; semantic taxonomy; free-grain training; mixed-granularity supervision; incomplete labels; hierarchical predictions; text-based supervision; visual attributes; semi-supervised learning; free-grained inference,2026-06-07
KV-Tracker: Real-Time Pose Tracking with Transformers,https://openaccess.thecvf.com/content/CVPR2026/papers/Taher_KV-Tracker_Real-Time_Pose_Tracking_with_Transformers_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.22581,real-time 6-DoF pose tracking; online reconstruction; monocular RGB videos; keyframe selection; multi-view 3D geometry networks; bidirectional attention; key-value caching; online object tracking; scene-level tracking; model-agnostic caching,2026-06-07
Diffusion MRI Transformer with a Diffusion Space Rotary Positional Embedding (D-RoPE),https://openaccess.thecvf.com/content/CVPR2026/papers/Kung_Diffusion_MRI_Transformer_with_a_Diffusion_Space_Rotary_Positional_Embedding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25977,Diffusion Magnetic Resonance Imaging; dMRI transformer; diffusion space rotary positional embedding; D-RoPE; diffusion-weighting dependencies; directional dependencies; arbitrary diffusion directions; self-supervised masked autoencoding; transferable representations; mild cognitive impairment classification,2026-06-07
M4V: Multimodal Mamba for Efficient Text-to-Video Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_M4V_Multimodal_Mamba_for_Efficient_Text-to-Video_Generation_CVPR_2026_paper.pdf,,Text-to-video generation; Mamba architecture; linear-time sequence modeling; multimodal diffusion; spatiotemporal modeling; token re-composition; visual registers; diffusion models; video generation efficiency; world simulators,2026-06-07
TableMix: Enhancing Multimodal Table Reasoning in MLLMs from a Data-Centric Perspective,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_TableMix_Enhancing_Multimodal_Table_Reasoning_in_MLLMs_from_a_Data-Centric_CVPR_2026_paper.pdf,,Multimodal Large Language Models; table reasoning; data-centric learning; data mixing strategy; Difficulty-Aware Reward Shaping; Group Relative Policy Optimization; visual table understanding; mathematical reasoning; reinforcement fine-tuning; multimodal perception,2026-06-07
IntrinsicWeather: Controllable Weather Editing in Intrinsic Space,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_IntrinsicWeather_Controllable_Weather_Editing_in_Intrinsic_Space_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.06982,controllable weather editing; intrinsic space; diffusion-based framework; inverse rendering; intrinsic maps; intrinsic map-aware attention; CLIP-space interpolation; fine-grained weather control; weather restoration; autonomous driving robustness,2026-06-07
Information-Theoretic Decomposition for Multimodal Interaction Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Information-Theoretic_Decomposition_for_Multimodal_Interaction_Learning_CVPR_2026_paper.pdf,,Information-theoretic decomposition; multimodal interaction learning; redundant information; synergistic information; sample-specific interactions; variational decomposition; modality ensemble; joint learning; multimodal fusion; fine-tuning strategy,2026-06-07
Learnability-Guided Diffusion for Dataset Distillation,https://openaccess.thecvf.com/content/CVPR2026/papers/Chan-Santiago_Learnability-Guided_Diffusion_for_Dataset_Distillation_CVPR_2026_paper.pdf,,Dataset distillation; Diffusion models; Learnability scores; Synthetic data generation; Redundancy reduction; Curriculum learning; Training gradients; Visual diversity; ImageNet; Adaptive sample generation,2026-06-07
Taming Sampling Perturbations with Variance Expansion Loss for Latent Diffusion Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Taming_Sampling_Perturbations_with_Variance_Expansion_Loss_for_Latent_Diffusion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.21085,latent diffusion models; sampling perturbations; Variance Expansion loss; latent space robustness; beta-VAE tokenizers; compact latent manifolds; stochastic diffusion sampling; variance collapse; reconstruction fidelity; image generation,2026-06-07
Seeing Beyond: Extrapolative Domain Adaptive Panoramic Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zheng_Seeing_Beyond_Extrapolative_Domain_Adaptive_Panoramic_Segmentation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.15475,cross-domain panoramic semantic segmentation; open-set domain adaptation; 360° scene understanding; geometric FoV distortions; Euler-Margin Attention; angular margin; viewpoint-invariant semantic representation; amplitude and phase modulation; Graph Matching Adapter; high-order graph relations,2026-06-07
PointGS: Semantic-Consistent Unsupervised 3D Point Cloud Segmentation with 3D Gaussian Splatting,https://openaccess.thecvf.com/content/CVPR2026/papers/Song_PointGS_Semantic-Consistent_Unsupervised_3D_Point_Cloud_Segmentation_with_3D_Gaussian_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.11520,unsupervised 3D point cloud segmentation; 3D Gaussian Splatting; PointGS; Segment Anything Model; 2D-3D transfer; semantic consistency; multi-view observations; contrastive learning; two-step registration; nearest-neighbor semantic assignment,2026-06-07
Venus: Benchmarking and Empowering Multimodal Large Language Models for Aesthetic Guidance and Cropping,https://openaccess.thecvf.com/content/CVPR2026/papers/Du_Venus_Benchmarking_and_Empowering_Multimodal_Large_Language_Models_for_Aesthetic_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23980,aesthetic guidance; multimodal large language models; computational aesthetics; aesthetic cropping; photo composition; AesGuide dataset; aesthetic scores; compositional balance; CoT-based rationales; interactive aesthetic refinement,2026-06-07
IEBGL:An Interpretability-Enhanced Brain Graph Learning Framework with LLM-Instructed Topology and Literature-Augmented Semantics,https://openaccess.thecvf.com/content/CVPR2026/papers/Duan_IEBGLAn_Interpretability-Enhanced_Brain_Graph_Learning_Framework_with_LLM-Instructed_Topology_and_CVPR_2026_paper.pdf,,Brain graph learning; resting-state fMRI; large language models; graph neural networks; medical knowledge integration; brain connectivity; disease diagnosis; Mamba networks; biomedical literature; interpretability,2026-06-07
Mind the Discriminability Trap in Source-Free Cross-domain Few-shot Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Mind_the_Discriminability_Trap_in_Source-Free_Cross-domain_Few-shot_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.13341,Source-Free Cross-Domain Few-Shot Learning; Vision-Language Models; CLIP; SigLIP; visual-modal discriminability; modality misalignment; cross-modal alignment; cross-entropy loss; visual-text semantic relationships; fine-tuning,2026-06-07
Progressive Supernet Training for Efficient Visual Autoregressive Modeling,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Progressive_Supernet_Training_for_Efficient_Visual_Autoregressive_Modeling_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.16546,Visual Auto-Regressive models; next-scale prediction; progressive multi-scale generation; cumulative KV caching; scale-depth asymmetric dependency; VARiant; subnet weight sharing; progressive supernet training; runtime depth switching; efficient visual autoregressive modeling,2026-06-07
Multi-Paradigm Collaborative Adversarial Attack Against Multi-Modal Large Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Multi-Paradigm_Collaborative_Adversarial_Attack_Against_Multi-Modal_Large_Language_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.04846,Multi-Modal Large Language Models; transferable adversarial vulnerabilities; adversarial attacks; surrogate models; Multi-Paradigm Collaborative Attack; adversarial examples; joint adversarial optimisation; Multi-Paradigm Collaborative Optimisation; contrastive matching; representation bias,2026-06-07
Incremental Object Detection via Future-Aware Decoupled Cross-Head Distillation,https://openaccess.thecvf.com/content/CVPR2026/papers/Yin_Incremental_Object_Detection_via_Future-Aware_Decoupled_Cross-Head_Distillation_CVPR_2026_paper.pdf,,Incremental Object Detection; Knowledge Distillation; Catastrophic Forgetting; Detection Head Bias; Decoupled Training; Cross-Head Distillation; ROI Features; Prototype Semantic Drift; Continual Learning; Class Imbalance,2026-06-07
Learning to Drive is a Free Gift: Large-Scale Label-Free Autonomy Pretraining from Unposed In-The-Wild Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Strong_Learning_to_Drive_is_a_Free_Gift_Large-Scale_Label-Free_Autonomy_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22091,label-free autonomy pretraining; unposed in-the-wild driving videos; autonomous driving representations; feedforward spatial models; temporal context modeling; autoregressive module; multi-modal pseudo-supervision; pseudo-4D representation; monocular driving planning; video-centric foundation model,2026-06-07
TransPrune: Token Transition Pruning for Efficient Large Vision-Language Model,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_TransPrune_Token_Transition_Pruning_for_Efficient_Large_Vision-Language_Model_CVPR_2026_paper.pdf,https://arxiv.org/abs/2507.20630,Large Vision-Language Models; token pruning; inference efficiency; token importance; token transitions; Token Transition Variation; Instruction-Guided Attention; visual tokens; attention-based criteria; LLaVA,2026-06-07
"SEA-Flow3D: Simplified, Efficient, and Accurate Scene Flow via Spatial Vector Sampling and Multi-scale Refinement",https://openaccess.thecvf.com/content/CVPR2026/papers/Ling_SEA-Flow3D_Simplified_Efficient_and_Accurate_Scene_Flow_via_Spatial_Vector_CVPR_2026_paper.pdf,,Scene flow estimation; Spatial Vector Sampling; 3D motion fields; depth-assisted estimation; correlation volumes; RAFT-3D; multi-scale refinement; RNN-based optimization; KITTI; Sintel,2026-06-07
SAMTok: Representing Any Mask with Two Words,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhou_SAMTok_Representing_Any_Mask_with_Two_Words_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.16093,SAMTok; discrete mask tokenizer; pixel-wise multi-modal LLMs; region mask reconstruction; special mask tokens; QwenVL-SAMTok; residual vector quantizer; referring segmentation; multi-round interactive segmentation; textual answer-matching reward,2026-06-07
Iris: Integrating Language into Diffusion-based Monocular Depth Estimation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zeng_Iris_Integrating_Language_into_Diffusion-based_Monocular_Depth_Estimation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2411.16750,diffusion-based monocular depth estimation; language-conditioned depth estimation; text descriptions; diffusion models; text-to-image pre-training; 3D scene structure; depth prediction refinement; inference diffusion trajectory; HyperSim; Virtual KITTI,2026-06-07
"DecoVLN: Decoupling Observation, Reasoning, and Correction for Vision-and-Language Navigation",https://openaccess.thecvf.com/content/CVPR2026/papers/Xin_DecoVLN_Decoupling_Observation_Reasoning_and_Correction_for_Vision-and-Language_Navigation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.13133,Vision-and-Language Navigation; long-horizon navigation; long-term memory bank; streaming perception; closed-loop control; adaptive refinement; historical candidate pool; semantic relevance; temporal coverage; state-action pair-level corrective finetuning,2026-06-07
SafeLogo: Turning Your Logos into Jailbreak Shields via Micro-Regional Adversarial Training,https://openaccess.thecvf.com/content/CVPR2026/papers/Duan_SafeLogo_Turning_Your_Logos_into_Jailbreak_Shields_via_Micro-Regional_Adversarial_CVPR_2026_paper.pdf,,Vision-Language Models; jailbreak attacks; adversarial prompts; visual defense prompts; micro-regional adversarial training; min-max optimization; visual perturbations; safety alignment; VLM robustness; universal adversarial defense,2026-06-07
Attention Surgery: An Efficient Recipe to Linearize Your Video Diffusion Transformer,https://openaccess.thecvf.com/content/CVPR2026/papers/Ghafoorian_Attention_Surgery_An_Efficient_Recipe_to_Linearize_Your_Video_Diffusion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2509.24899,video diffusion transformers; linear attention; hybrid attention mechanism; softmax attention; attention surgery; lightweight distillation; cost-aware block-rate strategy; pretrained video diffusion models; Wan2.1 1.3B; on-mobile latency,2026-06-07
VIRO: Robust and Efficient Neuro-Symbolic Reasoning with Verification for Referring Expression Comprehension,https://openaccess.thecvf.com/content/CVPR2026/papers/Park_VIRO_Robust_and_Efficient_Neuro-Symbolic_Reasoning_with_Verification_for_Referring_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.12781,Referring Expression Comprehension; neuro-symbolic reasoning; Verification-Integrated Reasoning Operators; operator-level verifiers; verification-aware abstention; no-target cases; compositional reasoning; vision-language models; spatial relationships; egocentric data,2026-06-07
"Better, Stronger, Faster: Tackling the Trilemma in MLLM-based Segmentation with Simultaneous Textual Mask Prediction",https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Better_Stronger_Faster_Tackling_the_Trilemma_in_MLLM-based_Segmentation_with_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.00395,MLLM-based segmentation; Simultaneous Textual All-Mask Prediction; all-mask prediction; non-autoregressive mask prediction; autoregressive dialogue generation; textual mask prediction; image patch fill-in-the-blank; segmentation mask prediction; bidirectional spatial context; fast inference,2026-06-07
Mirror Illusion Art,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Mirror_Illusion_Art_CVPR_2026_paper.pdf,,3D illusion art; inverse design; reflection rendering; shape optimization; texture synthesis; computational design; inverse graphics; geometry reconstruction; multi-view appearance; physical-digital fabrication,2026-06-07
