title,pdf,arxiv,keywords,conference_day
Pano360: Perspective to Panoramic Vision with Geometric Consistency,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Pano360_Perspective_to_Panoramic_Vision_with_Geometric_Consistency_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.12013,panorama stitching; geometric consistency; multi-view geometric correspondences; 3D photogrammetric space; transformer-based architecture; 3D awareness; camera pose-guided image warping; global alignment; multi-feature joint optimization; seam computation,2026-06-05
Towards an Incremental Unified Multimodal Anomaly Detection: Augmenting Multimodal Denoising From an Information Bottleneck Perspective,https://openaccess.thecvf.com/content/CVPR2026/papers/Long_Towards_an_Incremental_Unified_Multimodal_Anomaly_Detection_Augmenting_Multimodal_Denoising_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.02629,incremental unified multimodal anomaly detection; catastrophic forgetting; spurious features; redundant features; multimodal denoising; information bottleneck fusion; Mamba decoder; inter-object feature coupling; MVTec 3D-AD; Eyecandies,2026-06-05
NeuroFlow: Toward Unified Visual Encoding and Decoding from Neural Activity,https://openaccess.thecvf.com/content/CVPR2026/papers/Mai_NeuroFlow_Toward_Unified_Visual_Encoding_and_Decoding_from_Neural_Activity_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.09817,visual encoding; visual decoding; neural activity; NeuroFlow; NeuroVAE; Cross-modal Flow Matching; neural variability; bidirectional visual-neural modeling; shared latent space; visual brain-computer interfaces,2026-06-05
PhaseWin Search Framework Enable Efficient Object-Level Interpretation,https://openaccess.thecvf.com/content/CVPR2026/papers/Gu_PhaseWin_Search_Framework_Enable_Efficient_Object-Level_Interpretation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.10914,PhaseWin; object-level foundation models; region attribution; submodular subset selection; phase-window search; coarse-to-fine search; adaptive pruning; near-greedy approximation guarantees; object detection; visual grounding,2026-06-05
FedAFD: Multimodal Federated Learning via Adversarial Fusion and Distillation,https://openaccess.thecvf.com/content/CVPR2026/papers/Tan_FedAFD_Multimodal_Federated_Learning_via_Adversarial_Fusion_and_Distillation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.04890,Multimodal Federated Learning; adversarial fusion; knowledge distillation; bi-level adversarial alignment; modality heterogeneity; task discrepancy; model heterogeneity; granularity-aware fusion; similarity-guided ensemble distillation; non-IID federated settings,2026-06-05
ConsisVLA-4D: Advancing Spatiotemporal Consistency in Efficient 3D-Perception and 4D-Reasoning for Robotic Manipulation,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_ConsisVLA-4D_Advancing_Spatiotemporal_Consistency_in_Efficient_3D-Perception_and_4D-Reasoning_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.05126,Vision-Language-Action models; robotic manipulation; spatiotemporal consistency; 3D perception; 4D reasoning; cross-view object semantic consistency; multi-view object identity alignment; cross-object spatial geometric consistency; compact latent representations; visual reasoning under scene variations,2026-06-05
ActiveAD: Planning-Oriented Active Learning for End-to-End Autonomous Driving,https://openaccess.thecvf.com/content/CVPR2026/papers/Lu_ActiveAD_Planning-Oriented_Active_Learning_for_End-to-End_Autonomous_Driving_CVPR_2026_paper.pdf,https://arxiv.org/abs/2403.02877,planning-oriented active learning; end-to-end autonomous driving; sample and label efficiency; long-tailed distribution; safety-critical driving cases; diversity criteria; usefulness criteria; planning routes; nuScenes data; data-centric autonomous driving,2026-06-05
Plug-and-Play Incomplete Multi-View Clustering via Janus-Faced Affinity Learning with Topology Harmonization,https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_Plug-and-Play_Incomplete_Multi-View_Clustering_via_Janus-Faced_Affinity_Learning_with_Topology_CVPR_2026_paper.pdf,,incomplete multi-view clustering; multi-view learning; missing data; affinity learning; graph clustering; consensus representation; view-private graphs; anchor alignment; topology harmonization; plug-and-play framework,2026-06-05
SHOW3D: Capturing Scenes of 3D Hands and Objects in the Wild,https://openaccess.thecvf.com/content/CVPR2026/papers/Rim_SHOW3D_Capturing_Scenes_of_3D_Hands_and_Objects_in_the_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.28760,egocentric computer vision; hand-object interaction; 3D hand-object annotations; in-the-wild capture; marker-less multi-camera system; back-mounted multi-camera rig; VR headset calibration; ego-exo tracking pipeline; large-scale 3D dataset; real-world manipulation environments,2026-06-05
Cross-Instance Gaussian Splatting Registration via Geometry-Aware Feature-Guided Alignment,https://openaccess.thecvf.com/content/CVPR2026/papers/Amoyal_Cross-Instance_Gaussian_Splatting_Registration_via_Geometry-Aware_Feature-Guided_Alignment_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.21936,3D Gaussian Splatting; Gaussian Splatting Alignment; cross-instance registration; similarity transformation estimation; category-level 3DGS registration; geometry-aware feature-guided alignment; viewpoint-guided spherical map features; feature-guided absolute orientation solver; multi-view feature consistency; inverse radiance-field formulations,2026-06-05
MoReGen: Multi-Agent Motion-Reasoning Engine for Code-based Text-to-Video Synthesis,https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_MoReGen_Multi-Agent_Motion-Reasoning_Engine_for_Code-based_Text-to-Video_Synthesis_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.04221,Newtonian motion-controlled text-to-video generation; physically coherent video synthesis; multi-agent LLMs; physics-grounded T2V framework; physics simulators; code-based text-to-video synthesis; object-trajectory correspondence; physical validity evaluation; ground-truth trajectories; MoReSet benchmark,2026-06-05
DDiT: Dynamic Patch Scheduling for Efficient Diffusion Transformers,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_DDiT_Dynamic_Patch_Scheduling_for_Efficient_Diffusion_Transformers_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.16968,Diffusion Transformers; dynamic patch scheduling; dynamic tokenization; test-time efficiency; variable patch sizes; denoising timestep; image generation; video generation; inference acceleration; prompt adherence,2026-06-05
Bridging the Modality Gap in Compositional Zero-Shot Learning via Sparse Alignment and Unimodal Memory Bank,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Bridging_the_Modality_Gap_in_Compositional_Zero-Shot_Learning_via_Sparse_CVPR_2026_paper.pdf,,Compositional Zero-Shot Learning; modality gap; sparse alignment; unimodal memory bank; visual-semantic space; attribute-object compositions; CLIP; visual-text alignment; primitive disentanglement; information imbalance,2026-06-05
SSM-Aware Token-Efficient VMamba via Adaptive Patch Pruning and Merging for Person Re-Identification,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_SSM-Aware_Token-Efficient_VMamba_via_Adaptive_Patch_Pruning_and_Merging_for_CVPR_2026_paper.pdf,,Visual State Space Models; person re-identification; token pruning; patch merging; computational efficiency; adaptive thresholding; VMamba; FLOPs reduction; identity-discriminative features; semantic token consolidation,2026-06-05
CARI4D: Category Agnostic 4D Reconstruction of Human-Object Interaction,https://openaccess.thecvf.com/content/CVPR2026/papers/Xie_CARI4D_Category_Agnostic_4D_Reconstruction_of_Human-Object_Interaction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.11988,category-agnostic 4D reconstruction; human-object interaction; monocular RGB videos; metric-scale reconstruction; pose hypothesis selection; foundation models; render-and-compare refinement; spatial-temporal alignment; physical contact reasoning; zero-shot generalization,2026-06-05
SGI: Structured 2D Gaussians for Efficient and Compact Large Image Representation,https://openaccess.thecvf.com/content/CVPR2026/papers/Pan_SGI_Structured_2D_Gaussians_for_Efficient_and_Compact_Large_Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.07789,2D Gaussian Splatting; Structured Gaussian Image; high-resolution image representation; structured implicit 2D neural Gaussians; seed-based formulation; multi-scale local spaces; entropy-based compression; multi-scale fitting strategy; coarse-to-fine optimization; compact image representation,2026-06-05
Scalable Feature Matching via State Space Modeling and Sparse Correlation,https://openaccess.thecvf.com/content/CVPR2026/papers/Choo_Scalable_Feature_Matching_via_State_Space_Modeling_and_Sparse_Correlation_CVPR_2026_paper.pdf,,feature matching; state space modeling; sparse correlation; Conv-Mamba backbone; semi-dense matching; cross-view feature extraction; memory efficiency; high-resolution scalability; subpixel refinement; accuracy-efficiency trade-off,2026-06-05
Real-World Point Tracking with Verifier-Guided Pseudo-Labeling,https://openaccess.thecvf.com/content/CVPR2026/papers/Aydemir_Real-World_Point_Tracking_with_Verifier-Guided_Pseudo-Labeling_CVPR_2026_paper.pdf,,long-term point tracking; pseudo-labeling; self-training; verifier meta-model; tracker reliability assessment; real-world adaptation; synthetic-to-real domain gap; trajectory prediction; unlabeled video fine-tuning; multi-tracker ensemble,2026-06-05
ShotDirector: Directorially Controllable Multi-Shot Video Generation with Cinematographic Transitions,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_ShotDirector_Directorially_Controllable_Multi-Shot_Video_Generation_with_Cinematographic_Transitions_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.10286,multi-shot video generation; cinematographic transitions; shot transitions; directorial control; camera control; 6-DoF poses; hierarchical editing-pattern-aware prompting; shot-aware mask mechanism; film-like editing patterns; controllable multi-shot video generation,2026-06-05
Dual-Prototype-Guided Multi-task Learning for Unsupervised Anomaly Detection and Classification,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_Dual-Prototype-Guided_Multi-task_Learning_for_Unsupervised_Anomaly_Detection_and_Classification_CVPR_2026_paper.pdf,,Unsupervised Anomaly Detection; anomaly classification; pixel-level anomaly detection; Local Visual Ambiguity; feature disentanglement; prototype learning; multi-task learning; industrial anomaly detection; medical anomaly detection; weakly supervised learning,2026-06-05
Towards Open-Vocabulary Industrial Defect Understanding with a Large-Scale Multimodal Dataset,https://openaccess.thecvf.com/content/CVPR2026/papers/Ni_Towards_Open-Vocabulary_Industrial_Defect_Understanding_with_a_Large-Scale_Multimodal_Dataset_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.24160,Industrial Multimodal Defect Dataset; open-vocabulary industrial defect understanding; manufacturing quality inspection; aligned image-text pairs; high-resolution real-world defects; expert-verified defect annotations; fine-grained textual descriptions; diffusion-based vision-language foundation model; lightweight fine-tuning; data-efficient foundation model adaptation,2026-06-05
Style-GRPO: Semantic-Aware Preference Optimization for Image Style Transfer Guided by Reward Modeling,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_Style-GRPO_Semantic-Aware_Preference_Optimization_for_Image_Style_Transfer_Guided_by_CVPR_2026_paper.pdf,,Style transfer; Image generation; Reward modeling; Preference optimization; Text-to-image generation; Content preservation; Style fidelity; Multimodal reward model; Reinforcement learning; Semantic understanding,2026-06-05
AXG-Reasoner: Error Detection and Explanation in Long Task Videos with Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_AXG-Reasoner_Error_Detection_and_Explanation_in_Long_Task_Videos_with_CVPR_2026_paper.pdf,,Error detection; Vision-Language Models; Action eXecution Graph; Temporal action segmentation; Spatiotemporal error reasoning; Long task videos; Instructional video understanding; Keyframe-based prompting; Egocentric action recognition; Task error explanation,2026-06-05
Learning to See Through a Baby's Eyes: Early Visual Diets Enable Robust Visual Intelligence in Humans and Machines,https://openaccess.thecvf.com/content/CVPR2026/papers/Cai_Learning_to_See_Through_a_Babys_Eyes_Early_Visual_Diets_CVPR_2026_paper.pdf,,self-supervised learning; infant visual development; visual robustness; temporal continuity; blur-to-sharp progression; grayscale-to-color progression; object-centric learning; depth perception; developmental scaffolding; shape-based representations,2026-06-05
MV-RoMa: From Pairwise Matching into Multi-View Track Reconstruction,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_MV-RoMa_From_Pairwise_Matching_into_Multi-View_Track_Reconstruction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27542,multi-view dense matching; multi-view track reconstruction; consistent correspondences; structure-from-motion; pairwise matching; geometric prior; multi-view feature interaction; pixel-wise attention; matching refiner; 3D reconstruction,2026-06-05
AnyDoc: Enhancing Document Generation via Large-Scale HTML/CSS Data Synthesis and Height-Aware Reinforcement Optimization,https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_AnyDoc_Enhancing_Document_Generation_via_Large-Scale_HTMLCSS_Data_Synthesis_and_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25118,document generation; HTML/CSS data synthesis; AnyDoc; DocHTML dataset; multi-modal large language models; intention-to-document; document derendering; element-to-document; height-aware reinforcement learning; content overflow mitigation,2026-06-05
Breaking the 3D Dataset Bottleneck: Fast Scalable Generation of Aligned 3D Assets from Scratch for Category 6D Pose Estimation and Robotic Grasping,https://openaccess.thecvf.com/content/CVPR2026/papers/Guillaume_Breaking_the_3D_Dataset_Bottleneck_Fast_Scalable_Generation_of_Aligned_CVPR_2026_paper.pdf,,3D mesh generation; 6D pose estimation; text-to-image-to-3D pipeline; canonical alignment; depth-conditioned generation; sim2real transfer; robotic grasping; category-level pose; mixed reality rendering; zero-shot transfer,2026-06-05
Cross from Left to Right Brain: Adaptive Text Dreamer for Vision-and-Language Navigation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Cross_from_Left_to_Right_Brain_Adaptive_Text_Dreamer_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2505.20897,Vision-and-Language Navigation; Adaptive Text Dreamer; language-based scene imagination; partial observability; dual-branch self-guided imagination policy; large language model; Q-former fine-tuning; left-right brain architecture; cross-interaction mechanism; R2R benchmark,2026-06-05
The Road Less Seen: Segment Exploration for Weakly Supervised Video Anomaly Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Acharya_The_Road_Less_Seen_Segment_Exploration_for_Weakly_Supervised_Video_CVPR_2026_paper.pdf,,Video anomaly detection; Weakly supervised learning; Multiple instance learning; Temporal clustering; Uncertainty-based sampling; Segment exploration; False negative reduction; Video surveillance; Anomaly scoring; Imbalanced data distribution,2026-06-05
Easy3E: Feed-Forward 3D Asset Editing via Rectified Voxel Flow,https://openaccess.thecvf.com/content/CVPR2026/papers/Hu_Easy3E_Feed-Forward_3D_Asset_Editing_via_Rectified_Voxel_Flow_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.21499,feed-forward 3D asset editing; rectified voxel flow; 3D model editing; TRELLIS generative backbone; single-view editing; multi-view consistency; sparse voxel latent space; Voxel FlowEdit; globally consistent 3D deformation; normal-guided multi-view generation,2026-06-05
Query2Uncertainty: Robust Uncertainty Quantification and Calibration for 3D Object Detection under Distribution Shift,https://openaccess.thecvf.com/content/CVPR2026/papers/Beemelmanns_Query2Uncertainty_Robust_Uncertainty_Quantification_and_Calibration_for_3D_Object_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.05328,uncertainty quantification; calibration; 3D object detection; distribution shift; density-aware calibration; post-hoc calibrators; latent object queries; DETR-style 3D object detectors; density estimation; bounding box regression uncertainties,2026-06-05
PTC-Depth: Pose-Refined Monocular Depth Estimation with Temporal Consistency,https://openaccess.thecvf.com/content/CVPR2026/papers/Han_PTC-Depth_Pose-Refined_Monocular_Depth_Estimation_with_Temporal_Consistency_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.01791,monocular depth estimation; temporal consistency; wheel odometry; camera pose estimation; sparse depth triangulation; optical flow; recursive Bayesian metric scale estimation; depth foundation model; metric scale rescaling; mobile robot perception,2026-06-05
DiffusionFF: A Diffusion-based Framework for Joint Face Forgery Detection and Fine-Grained Artifact Localization,https://openaccess.thecvf.com/content/CVPR2026/papers/Peng_DiffusionFF_A_Diffusion-based_Framework_for_Joint_Face_Forgery_Detection_and_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.01873,deepfake detection; face forgery detection; fine-grained artifact localization; diffusion-based framework; denoising diffusion model; encoder-decoder architecture; artifact encoder; artifact decoder; multi-scale forgery-related features; artifact localization map,2026-06-05
CycleBEV: Regularizing View Transformation Networks via View Cycle Consistency for Bird's-Eye-View Semantic Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Hong_CycleBEV_Regularizing_View_Transformation_Networks_via_View_Cycle_Consistency_for_CVPR_2026_paper.pdf,,bird's-eye-view semantic segmentation; view transformation; cycle consistency; inverse view transformation; perspective view; depth ambiguity; autonomous driving; nuScenes; geometric regularization; representation learning,2026-06-05
Unlocking 3D Affordance Segmentation with 2D Semantic Knowledge,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Unlocking_3D_Affordance_Segmentation_with_2D_Semantic_Knowledge_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.08316,3D affordance segmentation; 2D Vision Foundation Models; cross-modal alignment; Cross-Modal Affinity Transfer; 3D representation learning; lifted 2D features; affinity alignment objective; prompt-aware affordance prediction; cross-attention interface; 3D semantic segmentation,2026-06-05
Omni-AD: A Large-scale and Versatile Benchmark for Industrial Anomaly Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_Omni-AD_A_Large-scale_and_Versatile_Benchmark_for_Industrial_Anomaly_Detection_CVPR_2026_paper.pdf,,industrial anomaly detection; multi-modal large language models; visual question answering; visual grounding; benchmark dataset; unsupervised anomaly detection; product defect detection; anomaly localization; MLLM-based evaluation; multi-sector industrial dataset,2026-06-05
GaussianDWM: 3D Gaussian Driving World Model for Unified Scene Understanding and Multi-Modal Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Deng_GaussianDWM_3D_Gaussian_Driving_World_Model_for_Unified_Scene_Understanding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.23180,Driving World Models; 3D Gaussian scene representation; 3D scene understanding; multi-modal scene generation; textual-3D scene alignment; Gaussian primitives; task-aware language-guided sampling; 3D tokens; dual-condition generation; vision-language model,2026-06-05
Watch and Learn: Learning to Use Computers from Online Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Song_Watch_and_Learn_Learning_to_Use_Computers_from_Online_Videos_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.04673,computer-using agents; online human demonstration videos; executable UI trajectories; inverse dynamics; trajectory annotation; task-aware retrieval; UI action prediction; supervised training data; OSWorld; WindowsAgentArena,2026-06-05
DeepProtect: Proactive Face-Swapping Defense using Identity Blending and Attribute Distortion,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_DeepProtect_Proactive_Face-Swapping_Defense_using_Identity_Blending_and_Attribute_Distortion_CVPR_2026_paper.pdf,,face-swapping deepfakes; proactive defense; adversarial watermarks; identity blending; attribute distortion; facial privacy protection; identity feature extraction; latent space manipulation; prompt-driven watermarking; visual consistency preservation,2026-06-05
R3-PCQA: Ray-Reprojection-Reinforcement for No-Reference 3D Point Cloud Quality Assessment,https://openaccess.thecvf.com/content/CVPR2026/papers/Seo_R3-PCQA_Ray-Reprojection-Reinforcement_for_No-Reference_3D_Point_Cloud_Quality_Assessment_CVPR_2026_paper.pdf,,3D point cloud quality assessment; no-reference quality assessment; ray-based reprojection; reinforcement learning; quality-salient subcloud selection; geometric-aware reprojection; global view attention; viewpoint-dependent observation; 2D-3D correspondence; cross-view inference,2026-06-05
Learning Anchor in Dual Orthogonal Space for Fast Multi-view Clustering,https://openaccess.thecvf.com/content/CVPR2026/papers/Qin_Learning_Anchor_in_Dual_Orthogonal_Space_for_Fast_Multi-view_Clustering_CVPR_2026_paper.pdf,,multi-view clustering; anchor learning; dual orthogonal space; large-scale clustering; complementary information; subspace methods; graph-based clustering; anchor graphs; consensus clustering; matrix factorization,2026-06-05
DriveMoE: Mixture-of-Experts for Vision-Language-Action Model in End-to-End Autonomous Driving,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_DriveMoE_Mixture-of-Experts_for_Vision-Language-Action_Model_in_End-to-End_Autonomous_Driving_CVPR_2026_paper.pdf,https://arxiv.org/abs/2505.16278,Mixture-of-Experts; Vision-Language-Action model; end-to-end autonomous driving; multi-view sensory data; Scene-Specialized Vision MoE; Skill-Specialized Action MoE; camera routing; driving behavior specialization; rare maneuvers; Bench2Drive closed-loop evaluation,2026-06-05
Exposing Functional Fusion: A New Class of Strategic Backdoor in Dynamic Prompt Architectures,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Exposing_Functional_Fusion_A_New_Class_of_Strategic_Backdoor_in_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.19478,ViT backdoor attacks; Visual Parameter-Efficient Fine-Tuning; dynamic prompt architectures; Visual Prompt Tuning; VIPER attack framework; Visual Prompt Generator; Functional Fusion; sparse high-magnitude parameter core; VPG-module pruning; attack success rate,2026-06-05
Are We Ready for RL in Text-to-3D Generation? A Progressive Investigation,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Are_We_Ready_for_RL_in_Text-to-3D_Generation_A_Progressive_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.10949,reinforcement learning; text-to-3D generation; 3D autoregressive generation; reward design; GRPO variants; token-level optimization; MME-3DR; Hi-GRPO; AR3D-R1; hierarchical 3D generation,2026-06-05
Modeling the Brain's Grammar: ROI-Guided fMRI Pretraining for Transferable and Interpretable Vision Decoding,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Modeling_the_Brains_Grammar_ROI-Guided_fMRI_Pretraining_for_Transferable_and_CVPR_2026_paper.pdf,,3D brain visual decoding; fMRI pretraining; ROI-guided learning; Sparse ROI Context Fusion; visual hierarchy; transfer learning; cross-subject neuroimaging; Matryoshka Representation Learning; functional brain regions; embedding compression,2026-06-05
OSPO: Object-Centric Self-Improving Preference Optimization for Text-to-Image Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Oh_OSPO_Object-Centric_Self-Improving_Preference_Optimization_for_Text-to-Image_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2506.02015,Object-centric Self-improving Preference Optimization; text-to-image generation; Multimodal Large Language Models; fine-grained text-image alignment; object hallucination; preference optimization; self-constructed preference pairs; attention-based object masks; object-weighted SimPO loss; compositional image generation benchmarks,2026-06-05
"Divide, then Ground: Adapting Frame Selection to Query Types for Long-Form Video Understanding",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Divide_then_Ground_Adapting_Frame_Selection_to_Query_Types_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.04000,long-form video understanding; Large Multimodal Models; query-aware frame selection; query typology; global queries; localized queries; uniform sampling; training-free frame selection; query-relevant frames; DIG framework,2026-06-05
Diffusion Guided Chain-of-Vision for Large Autoregressive Vision Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Diffusion_Guided_Chain-of-Vision_for_Large_Autoregressive_Vision_Models_CVPR_2026_paper.pdf,,3D Gaussian Splatting; novel view synthesis; diffusion models; chain-of-vision; autoregressive vision models; visual in-context learning; pre-trained diffusion; vision prior; chain-of-thought; intermediate image supervision,2026-06-05
Protego: User-Centric Pose-Invariant Privacy Protection Against Face Recognition-Induced Digital Footprint Exposure,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Protego_User-Centric_Pose-Invariant_Privacy_Protection_Against_Face_Recognition-Induced_Digital_Footprint_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.02034,face recognition privacy; retrieval-based privacy intrusions; digital footprint exposure; pose-invariant 2D representation; 3D facial signatures; natural-looking 3D mask; protected facial images; black-box face recognition models; video visual coherence; mass surveillance,2026-06-05
